pop	chromosome	window_pos_1	window_pos_2	avg_watterson_theta	no_sites	raw_watterson_theta	no_var_sites	weighted_no_sites
GLOBAL	I	342589	352588	0.0057570987426513	158	0.90962160133891	7	157.11736334405
GLOBAL	I	352589	362588	0.002361250180882	220	0.51947503979404	4	218.93569131833
GLOBAL	I	362589	372588	0.0046410220560018	252	1.1695375581125	9	250.68327974277
GLOBAL	I	372589	382588	NA	0	0	0	0
GLOBAL	I	382589	392588	0.0023528198276333	276	0.64937827242678	5	270.69131832797
GLOBAL	I	392589	402588	0	58	0	0	57.707395498392
GLOBAL	I	402589	412588	0.010988316682005	201	2.208651653083	17	199.96463022508
GLOBAL	I	412589	422588	0.016979357654333	459	7.7935251633387	60	457.08360128617
GLOBAL	I	422589	432588	0.0064910610030566	20	0.12982122006113	1	19.943729903537
GLOBAL	I	432589	442588	0.010926929630858	107	1.1691814705018	9	103.60128617363
GLOBAL	I	442589	452588	0	23	0	0	22.847266881029
GLOBAL	I	452589	462588	0.0015153078951451	600	0.90918473708707	7	597.3922829582
GLOBAL	I	462589	472588	0.0013053516226252	796	1.0390598916096	8	793.46302250804
GLOBAL	I	472589	482588	0.0012889526195288	403	0.51944790567011	4	401.17363344051
GLOBAL	I	482589	492588	0.0021733082054536	239	0.5194206611034	4	237.54019292605
GLOBAL	I	492589	502588	0.0012121881398467	536	0.64973284295785	5	534.34405144695
GLOBAL	I	502589	512588	0.001330438808534	293	0.38981857090047	3	292.23311897106
GLOBAL	I	512589	522588	0.0030190981409566	43	0.12982122006113	1	42.313504823151
GLOBAL	I	522589	532588	0.001904232665871	546	1.0397110355656	8	543.30868167203
GLOBAL	I	532589	542588	0.0012872037059968	1110	1.4287961136564	11	1106.0514469453
GLOBAL	I	542589	552588	0.0018784233063307	484	0.90915688026407	7	482.47588424437
GLOBAL	I	552589	562588	0.0022319166788593	291	0.64948775354804	5	289.48392282958
GLOBAL	I	562589	572588	0.0028344456603781	275	0.77947255660398	6	273.16398713826
GLOBAL	I	572589	582588	0.0025929036472087	451	1.1693995448911	9	448.44855305466
GLOBAL	I	582589	592588	0.00035399589556753	734	0.25983298734656	2	730.1575562701
GLOBAL	I	592589	602588	0.0024573080842944	423	1.0394413196565	8	420.04180064309
GLOBAL	I	602589	612588	NA	0	0	0	0
GLOBAL	I	612589	622588	NA	0	0	0	0
GLOBAL	I	622589	632588	NA	0	0	0	0
GLOBAL	I	632589	642588	NA	0	0	0	0
GLOBAL	I	642589	652588	0.0013549689636178	288	0.39023106152192	3	285.16559485531
GLOBAL	I	652589	662588	0.0034025489725379	420	1.4290705684659	11	417.79260450161
GLOBAL	I	662589	672588	0.00090486657968687	287	0.25969670837013	2	285.74276527331
GLOBAL	I	672589	682588	0.002533230104955	359	0.90942960767883	7	357.94533762058
GLOBAL	I	682589	692588	0	149	0	0	147.83601286174
GLOBAL	I	692589	702588	0.002222626713731	293	0.65122962712319	5	290.50160771704
GLOBAL	I	702589	712588	NA	0	0	0	0
GLOBAL	I	712589	722588	0.0025874469022053	452	1.1695259997968	9	448.68971061093
GLOBAL	I	722589	732588	0.002307435061938	394	0.90912941440358	7	390.48553054662
GLOBAL	I	732589	742588	0.0029524924669783	176	0.51963867418818	4	173.55305466238
GLOBAL	I	742589	752588	0.0022411182014917	58	0.12998485568652	1	57.766881028939
GLOBAL	I	752589	762588	0.00132151257126	295	0.38984620852169	3	292.20418006431
GLOBAL	I	762589	772588	0.0023277155946733	279	0.64943265091385	5	277.76205787781
GLOBAL	I	772589	782588	0.0016446846593651	79	0.12993008808984	1	78.422829581994
GLOBAL	I	782589	792588	0.0043324742362427	150	0.6498711354364	5	148.94855305466
GLOBAL	I	792589	802588	0.0010068940464306	258	0.2597786639791	2	256.57877813505
GLOBAL	I	802589	812588	0.0014188204138395	275	0.39017561380587	3	272.68327974277
GLOBAL	I	812589	822588	NA	0	0	0	0
GLOBAL	I	822589	832588	0.00071090200186511	183	0.13009506634132	1	181.39549839228
GLOBAL	I	832589	842588	0.0016710410869891	311	0.51969377805362	4	309.12218649518
GLOBAL	I	842589	852588	0	274	0	0	272.36173633441
GLOBAL	I	852589	862588	0	98	0	0	97.463022508039
GLOBAL	I	862589	872588	0.0039611211199252	164	0.64962386366773	5	162.87138263666
GLOBAL	I	872589	882588	0.0014442820158906	270	0.38995614429047	3	266.73311897106
GLOBAL	I	882589	892588	0.0024886838817346	317	0.78891279050986	6	309.16559485531
GLOBAL	I	892589	902588	0.0011740705927004	332	0.38979143677654	3	329.57556270096
GLOBAL	I	902589	912588	0.0028875157094983	315	0.90956744849198	7	313.6270096463
GLOBAL	I	912589	922588	0.0029315125692267	134	0.39282268427638	3	133.01286173633
GLOBAL	I	922589	932588	0.001900311328661	547	1.0394702967776	8	543.3729903537
GLOBAL	I	932589	942588	0.0021831268245216	238	0.51958418423613	4	236.46784565916
GLOBAL	I	942589	952588	0.0039386483931424	429	1.6896801606581	13	424.7347266881
GLOBAL	I	952589	962588	NA	0	0	0	0
GLOBAL	I	962589	972588	0.0028523618055759	319	0.90990341597873	7	315.56109324759
GLOBAL	I	972589	982588	0.0023022143627669	395	0.90937467329292	7	393.29421221865
GLOBAL	I	982589	992588	0.0010155069043806	256	0.25996976752145	2	253.46945337621
GLOBAL	I	992589	1002588	0.0016773445217694	388	0.65080967444654	5	384.96784565916
GLOBAL	I	1002589	1012588	0.01442932078161	396	5.7140110295175	44	394.45659163987
GLOBAL	I	1012589	1022588	NA	0	0	0	0
GLOBAL	I	1022589	1032588	NA	0	0	0	0
GLOBAL	I	1032589	1042588	0.0018296167323283	71	0.12990278799531	1	70.402576489533
GLOBAL	I	1042589	1052588	0.0017402582278263	224	0.38981784303308	3	222.70739549839
GLOBAL	I	1052589	1062588	0.0023366256322916	445	1.0397984063698	8	442.42282958199
GLOBAL	I	1062589	1072588	NA	0	0	0	0
GLOBAL	I	1072589	1082588	0.018138423278901	265	4.8066821689087	37	263.14469453376
GLOBAL	I	1082589	1092588	0.012467851644983	73	0.91015317008378	7	72.284565916399
GLOBAL	I	1092589	1102588	0.002633909262841	148	0.38981857090047	3	147.32636655949
GLOBAL	I	1102589	1112588	0.0031690265387767	41	0.12993008808984	1	40.689710610932
GLOBAL	I	1112589	1122588	0.0013688405039783	95	0.13003984787794	1	92.29421221865
GLOBAL	I	1122589	1132588	0.002765405263998	235	0.64987023703953	5	232.60610932476
GLOBAL	I	1132589	1142588	0.0047543881704864	164	0.77971965995977	6	162.59485530547
GLOBAL	I	1142589	1152588	0.020716668144852	266	5.5106337265307	42	261.19292604502
GLOBAL	I	1152589	1162588	0.015430735439055	219	3.3793310611531	26	217.74919614148
GLOBAL	I	1162589	1172588	0.0047628070838429	382	1.819392306028	14	379.27974276527
GLOBAL	I	1172589	1182588	0.00081665631562934	159	0.12984835418507	1	158.47749196141
GLOBAL	I	1182589	1192588	0.0014276537766295	182	0.25983298734656	2	179.31511254019
GLOBAL	I	1192589	1202588	0	29	0	0	28.792270531401
GLOBAL	I	1202589	1212588	NA	0	0	0	0
GLOBAL	I	1212589	1222588	0	48	0	0	47.53536977492
GLOBAL	I	1222589	1232588	0.0016546397597128	157	0.25977844227491	2	155.71704180064
GLOBAL	I	1232589	1242588	0.0027876175330311	233	0.64951488519624	5	231.69935691318
GLOBAL	I	1242589	1252588	0.0070741866979186	202	1.4289857129796	11	201.22829581994
GLOBAL	I	1252589	1262588	0.014555248088947	251	3.6533672703258	28	246.70739549839
GLOBAL	I	1262589	1272588	0.0030480568559107	341	1.0393873878656	8	339.06270096463
GLOBAL	I	1272589	1282588	0.0032076488867607	162	0.51963911965523	4	161.17202572347
GLOBAL	I	1282589	1292588	NA	0	0	0	0
GLOBAL	I	1292589	1302588	NA	0	0	0	0
GLOBAL	I	1302589	1312588	0.0031380220105382	207	0.64957055618141	5	206.49839228296
GLOBAL	I	1312589	1322588	NA	0	0	0	0
GLOBAL	I	1322589	1332588	NA	0	0	0	0
GLOBAL	I	1332589	1342588	0.0023367428489082	389	0.9089929682253	7	387.85048231511
GLOBAL	I	1342589	1352588	0.0070308062871957	536	3.7685121699369	29	533.96945337621
GLOBAL	I	1352589	1362588	NA	0	0	0	0
GLOBAL	I	1362589	1372588	0.0022632139832438	287	0.64954241319097	5	284.25562700965
GLOBAL	I	1372589	1382588	0.0025147789589138	310	0.77958147726328	6	308.34887459807
GLOBAL	I	1382589	1392588	0	34	0	0	33.587761674718
GLOBAL	I	1392589	1402588	NA	0	0	0	0
GLOBAL	I	1402589	1412588	0.00093514284666561	139	0.12998485568652	1	138.41961414791
GLOBAL	I	1412589	1422588	0.0012270512143406	106	0.1300674287201	1	105.41961414791
GLOBAL	I	1422589	1432588	0.0017179323756327	378	0.64937843798916	5	375.78135048232
GLOBAL	I	1432589	1442588	0.0025159470901266	310	0.77994359793925	6	307.44372990354
GLOBAL	I	1442589	1452588	0	63	0	0	62.647909967846
GLOBAL	I	1452589	1462588	NA	0	0	0	0
GLOBAL	I	1462589	1472588	0.0086977732815507	224	1.9483012150674	15	222.75241157556
GLOBAL	I	1472589	1482588	NA	0	0	0	0
GLOBAL	I	1482589	1492588	NA	0	0	0	0
GLOBAL	I	1492589	1502588	0	71	0	0	70.466237942122
GLOBAL	I	1502589	1512588	0	48	0	0	47.414790996785
GLOBAL	I	1512589	1522588	0.014973539404904	495	7.4119020054274	57	490.9807073955
GLOBAL	I	1522589	1532588	0.012418171825267	555	6.8920853630231	53	551.50160771704
GLOBAL	I	1532589	1542588	0.0023610446196455	165	0.38957236224151	3	164.54501607717
GLOBAL	I	1542589	1552588	NA	0	0	0	0
GLOBAL	I	1552589	1562588	0.0025996971137304	50	0.12998485568652	1	49.80193236715
GLOBAL	I	1562589	1572588	0.0031066804044593	209	0.649296204532	5	207.96784565916
GLOBAL	I	1572589	1582588	0.014427597971652	18	0.25969676348973	2	17.889067524116
GLOBAL	I	1582589	1592588	0.00095117060163442	273	0.2596695742462	2	272.01768488746
GLOBAL	I	1592589	1602588	0.0023957846624571	217	0.51988527175318	4	215.7459807074
GLOBAL	I	1602589	1612588	0.0012692212714632	205	0.26019036064996	2	203.14951768489
GLOBAL	I	1612589	1622588	0.0031670334770309	123	0.3895451176748	3	122.44051446945
GLOBAL	I	1622589	1632588	NA	0	0	0	0
GLOBAL	I	1632589	1642588	0.0014320685395574	91	0.13031823709972	1	89.61575562701
GLOBAL	I	1642589	1652588	NA	0	0	0	0
GLOBAL	I	1652589	1662588	NA	0	0	0	0
GLOBAL	I	1662589	1672588	NA	0	0	0	0
GLOBAL	I	1672589	1682588	0.00094172060810118	138	0.12995744391796	1	137.35691318328
GLOBAL	I	1682589	1692588	0.00089261560886726	291	0.25975114218037	2	289.91800643087
GLOBAL	I	1692589	1702588	NA	0	0	0	0
GLOBAL	I	1702589	1712588	0.0046847538716149	918	4.3006040541424	33	903.92443729904
GLOBAL	I	1712589	1722588	0.0038211565901898	170	0.64959662033227	5	168.90836012862
GLOBAL	I	1722589	1732588	NA	0	0	0	0
GLOBAL	I	1732589	1742588	NA	0	0	0	0
GLOBAL	I	1742589	1752588	0	20	0	0	19.979099678457
GLOBAL	I	1752589	1762588	0.0016170257078073	964	1.5588127823263	12	961.1463022508
GLOBAL	I	1762589	1772588	0.0025777372104041	907	2.3380076498365	18	904.14469453376
GLOBAL	I	1772589	1782588	0.0022397032412984	116	0.25980557599062	2	115.63344051447
GLOBAL	I	1782589	1792588	NA	0	0	0	0
GLOBAL	I	1792589	1802588	NA	0	0	0	0
GLOBAL	I	1802589	1812588	0.0035129220309886	148	0.51991246058631	4	147.09967845659
GLOBAL	I	1812589	1822588	NA	0	0	0	0
GLOBAL	I	1822589	1832588	0.0014022232574033	278	0.3898180655581	3	275.80707395498
GLOBAL	I	1832589	1842588	0.0011762119842182	552	0.64926901528846	5	549.50482315113
GLOBAL	I	1842589	1852588	0.0010276706715175	632	0.64948786439905	5	629.36173633441
GLOBAL	I	1852589	1862588	0.0014543018317725	625	0.90893864485783	7	623.09003215434
GLOBAL	I	1862589	1872588	0.0024703127518658	736	1.8181501853732	14	731.12861736334
GLOBAL	I	1872589	1882588	0.0030041664637586	173	0.51972079823024	4	172.37781350482
GLOBAL	I	1882589	1892588	NA	0	0	0	0
GLOBAL	I	1892589	1902588	NA	0	0	0	0
GLOBAL	I	1902589	1912588	0.00098194311090757	529	0.51944790567011	4	526.28617363344
GLOBAL	I	1912589	1922588	0.0016342859558732	477	0.77955440095154	6	472.2845659164
GLOBAL	I	1922589	1932588	0.0021474947101004	242	0.5196937198443	4	240.90353697749
GLOBAL	I	1932589	1942588	0.0022804365572057	114	0.25996976752145	2	113.45819935691
GLOBAL	I	1942589	1952588	0.0010558987270618	123	0.1298755434286	1	122.16237942122
GLOBAL	I	1952589	1962588	0	185	0	0	183.66398713826
GLOBAL	I	1962589	1972588	0.0031569327854681	165	0.52089390960224	4	163.1768488746
GLOBAL	I	1972589	1982588	0.018560200117652	273	5.066934632119	39	271.38424437299
GLOBAL	I	1982589	1992588	0.0094718497156313	576	5.4557854362036	42	573.05627009646
GLOBAL	I	1992589	2002588	0.013477920449717	424	5.7146382706801	44	422.48874598071
GLOBAL	I	2002589	2012588	0.014686226646434	301	4.4205542205767	34	298.69935691318
GLOBAL	I	2012589	2022588	0.00066946156406495	194	0.1298755434286	1	192.96945337621
GLOBAL	I	2022589	2032588	0.0019906073038422	196	0.39015903155307	3	194.89389067524
GLOBAL	I	2032589	2042588	0.0018690415284337	417	0.77939031735684	6	415.20257234727
GLOBAL	I	2042589	2052588	0.01015940909732	358	3.6370684568406	28	356.26848874598
GLOBAL	I	2052589	2062588	0.0016275773610483	80	0.13020618888386	1	77.672025723473
GLOBAL	I	2062589	2072588	0.0022731451526038	229	0.52055023994627	4	226.27331189711
GLOBAL	I	2072589	2082588	NA	0	0	0	0
GLOBAL	I	2082589	2092588	0.0015837384647807	246	0.38959966233604	3	244.81511254019
GLOBAL	I	2092589	2102588	0	62	0	0	58.217041800643
GLOBAL	I	2102589	2112588	NA	0	0	0	0
GLOBAL	I	2112589	2122588	0	272	0	0	270.96302250804
GLOBAL	I	2122589	2132588	0.0019794790418635	328	0.64926912573124	5	326.12057877814
GLOBAL	I	2132589	2142588	NA	0	0	0	0
GLOBAL	I	2142589	2152588	0.00079181363194783	492	0.38957230691833	3	489.67845659164
GLOBAL	I	2152589	2162588	0.0024659963331016	369	0.90995264691449	7	361.92443729904
GLOBAL	I	2162589	2172588	0.001098696327441	355	0.39003719624154	3	352.79421221865
GLOBAL	I	2172589	2182588	0.00025405326822139	511	0.12982122006113	1	508.35209003215
GLOBAL	I	2182589	2192588	0.0012923399725696	603	0.77928100345944	6	601.10450160772
GLOBAL	I	2192589	2202588	0	185	0	0	184.59807073955
GLOBAL	I	2202589	2212588	0.0037278343037011	209	0.77911736947353	6	208.70900321543
GLOBAL	I	2212589	2222588	0.0011394207539464	342	0.38968189784968	3	340.3729903537
GLOBAL	I	2222589	2232588	0.0011646816504773	223	0.25972400805644	2	221.50321543408
GLOBAL	I	2232589	2242588	0.0018049652767739	216	0.38987249978317	3	214.68006430868
GLOBAL	I	2242589	2252588	0.00073025199823887	178	0.12998485568652	1	176.57717041801
GLOBAL	I	2252589	2262588	NA	0	0	0	0
GLOBAL	I	2262589	2272588	0.0038927617894488	167	0.65009121883795	5	165.55948553055
GLOBAL	I	2272589	2282588	0	89	0	0	87.607717041801
GLOBAL	I	2282589	2292588	0	60	0	0	59.635048231511
GLOBAL	I	2292589	2302588	NA	0	0	0	0
GLOBAL	I	2302589	2312588	NA	0	0	0	0
GLOBAL	I	2312589	2322588	0.0026692389949256	292	0.77941778651829	6	290.13987138264
GLOBAL	I	2322589	2332588	0.00069452231401811	561	0.38962701816416	3	558.31672025723
GLOBAL	I	2332589	2342588	0.0019838747163727	262	0.51977517568963	4	260.8536977492
GLOBAL	I	2342589	2352588	0.001899211678368	547	1.0388687880673	8	544.7154340836
GLOBAL	I	2352589	2362588	0	66	0	0	65.6961414791
GLOBAL	I	2362589	2372588	0	41	0	0	40.903536977492
GLOBAL	I	2372589	2382588	0.0012132824304779	107	0.12982122006113	1	106.461414791
GLOBAL	I	2382589	2392588	NA	0	0	0	0
GLOBAL	I	2392589	2402588	0.0028395577218263	183	0.51963906309422	4	182.05948553055
GLOBAL	I	2402589	2412588	0.0014152859194637	184	0.26041260918132	2	182.16398713826
GLOBAL	I	2412589	2422588	0.0004099603909084	317	0.12995744391796	1	315.3231511254
GLOBAL	I	2422589	2432588	0.0012984835418507	100	0.12984835418507	1	99.561093247588
GLOBAL	I	2432589	2442588	0.0016032339358868	162	0.25972389761367	2	161.18327974277
GLOBAL	I	2442589	2452588	0.0021580385339343	301	0.64956959871423	5	299.19935691318
GLOBAL	I	2452589	2462588	0.00070188314456685	370	0.25969676348973	2	367.86334405145
GLOBAL	I	2462589	2472588	0.00099148582741904	393	0.38965393017568	3	391.6575562701
GLOBAL	I	2472589	2482588	0.0030298853076913	343	1.0392506605381	8	341.86012861736
GLOBAL	I	2482589	2492588	0.00071784651017936	543	0.38979065502739	3	540.91800643087
GLOBAL	I	2492589	2502588	0	140	0	0	138.62861736334
GLOBAL	I	2502589	2512588	0.00036418017816102	357	0.13001232360348	1	355.42604501608
GLOBAL	I	2512589	2522588	0.0014665677326005	797	1.1688544828826	9	795.05466237942
GLOBAL	I	2522589	2532588	0.0012909687268767	302	0.38987255551675	3	300.35530546624
GLOBAL	I	2532589	2542588	0.0016477746924544	316	0.5206968028156	4	312.77813504823
GLOBAL	I	2542589	2552588	0.00057201930284082	454	0.25969676348973	2	452.18488745981
GLOBAL	I	2552589	2562588	0.0011100473797316	117	0.1298755434286	1	116.1575562701
GLOBAL	I	2562589	2572588	0.0023085002465289	619	1.4289616526014	11	616.05466237942
GLOBAL	I	2572589	2582588	0.015423663258674	219	3.3777822536496	26	217.72186495177
GLOBAL	I	2582589	2592588	0.0015846821160493	164	0.25988786703208	2	163.31189710611
GLOBAL	I	2592589	2602588	0.00099925221534852	130	0.12990278799531	1	129.01125401929
GLOBAL	I	2602589	2612588	0.0024715749694584	368	0.9095395887607	7	366.11736334405
GLOBAL	I	2612589	2622588	0.0016291339234933	638	1.0393874431887	8	633.55466237942
GLOBAL	I	2622589	2632588	0.018694069177446	501	9.3657286579005	72	497.83279742765
GLOBAL	I	2632589	2642588	0.024061474806349	81	1.9489794593143	15	80.657556270096
GLOBAL	I	2642589	2652588	NA	0	0	0	0
GLOBAL	I	2652589	2662588	NA	0	0	0	0
GLOBAL	I	2662589	2672588	NA	0	0	0	0
GLOBAL	I	2672589	2682588	NA	0	0	0	0
GLOBAL	I	2682589	2692588	0	96	0	0	95.393890675241
GLOBAL	I	2692589	2702588	0.001691873043461	384	0.64967924868902	5	381.39067524116
GLOBAL	I	2702589	2712588	0.021749248626261	412	8.9606904340193	69	410.27491961415
GLOBAL	I	2712589	2722588	NA	0	0	0	0
GLOBAL	I	2722589	2732588	NA	0	0	0	0
GLOBAL	I	2732589	2742588	NA	0	0	0	0
GLOBAL	I	2742589	2752588	0	33	0	0	32.956591639871
GLOBAL	I	2752589	2762588	NA	0	0	0	0
GLOBAL	I	2762589	2772588	NA	0	0	0	0
GLOBAL	I	2772589	2782588	0.0026513558784199	98	0.25983287608515	2	97.734726688103
GLOBAL	I	2782589	2792588	0.00097671352670311	266	0.25980579810303	2	264.99035369775
GLOBAL	I	2792589	2802588	NA	0	0	0	0
GLOBAL	I	2802589	2812588	0.0023520355936531	443	1.0419517679883	8	439.76205787781
GLOBAL	I	2812589	2822588	0.0010838770019407	599	0.64924232416249	5	597.26045016077
GLOBAL	I	2822589	2832588	0.0014413634203004	721	1.0392230260366	8	718.92765273312
GLOBAL	I	2832589	2842588	0.00068564925577591	379	0.25986106793907	2	378.15112540193
GLOBAL	I	2842589	2852588	0.0037800802993591	138	0.52165108131156	4	136.71221864952
GLOBAL	I	2852589	2862588	0.0034247313060881	76	0.26027957926269	2	74.565217391304
GLOBAL	I	2862589	2872588	0.0010880559984736	597	0.64956943108873	5	592.25884244373
GLOBAL	I	2872589	2882588	0.001753432681479	519	0.9100315616876	7	517.54662379421
GLOBAL	I	2882589	2892588	0.002951719834577	132	0.38962701816416	3	131.34083601286
GLOBAL	I	2892589	2902588	NA	0	0	0	0
GLOBAL	I	2902589	2912588	NA	0	0	0	0
GLOBAL	I	2912589	2922588	0.0012142998886901	107	0.12993008808984	1	105.85852090032
GLOBAL	I	2922589	2932588	0	115	0	0	114.04501607717
GLOBAL	I	2932589	2942588	0.0011346428378672	229	0.25983320987158	2	228.23633440514
GLOBAL	I	2942589	2952588	0	16	0	0	15.932475884244
GLOBAL	I	2952589	2962588	0.0005988822300367	217	0.12995744391796	1	215.038585209
GLOBAL	I	2962589	2972588	0.0032071421221145	324	1.0391140475651	8	322.93247588424
GLOBAL	I	2972589	2982588	0.0018705808236207	486	0.90910228027965	7	484.80064308682
GLOBAL	I	2982589	2992588	0	11	0	0	10.893890675241
GLOBAL	I	2992589	3002588	0	212	0	0	211.03054662379
GLOBAL	I	3002589	3012588	0.00076392134125535	510	0.38959988404023	3	494.67845659164
GLOBAL	I	3012589	3022588	0.00056883809656392	685	0.38965409614629	3	682.85852090032
GLOBAL	I	3022589	3032588	0.0034385756817639	831	2.8574563915458	22	828.31832797428
GLOBAL	I	3032589	3042588	0	256	0	0	254.63022508039
GLOBAL	I	3042589	3052588	0.0025223890849287	103	0.25980607574765	2	101.6077170418
GLOBAL	I	3052589	3062588	0.0011396600745369	342	0.3897637454916	3	339.19935691318
GLOBAL	I	3062589	3072588	0.00073025199823887	178	0.12998485568652	1	177.03376205788
GLOBAL	I	3072589	3082588	0.0016231899110818	320	0.51942077154617	4	318.54823151125
GLOBAL	I	3082589	3092588	0.0017268526393893	376	0.64929659241036	5	374.74276527331
GLOBAL	I	3092589	3102588	0	55	0	0	54.633440514469
GLOBAL	I	3102589	3112588	NA	0	0	0	0
GLOBAL	I	3112589	3122588	NA	0	0	0	0
GLOBAL	I	3122589	3132588	0.00073808402270061	176	0.12990278799531	1	174.81672025723
GLOBAL	I	3132589	3142588	NA	0	0	0	0
GLOBAL	I	3142589	3152588	0.0020137863742241	129	0.25977844227491	2	127.3424437299
GLOBAL	I	3152589	3162588	0.0020948563279688	310	0.64940546167032	5	308.69292604502
GLOBAL	I	3162589	3172588	0.00089790415621016	579	0.51988650644568	4	576.23794212219
GLOBAL	I	3172589	3182588	0.001828467888185	71	0.12982122006113	1	70.834405144695
GLOBAL	I	3182589	3192588	0	108	0	0	107.54340836013
GLOBAL	I	3192589	3202588	0.0035434720515583	330	1.1693457770143	9	328.64469453376
GLOBAL	I	3202589	3212588	0.002698525147636	337	0.90940297475335	7	335.33922829582
GLOBAL	I	3212589	3222588	0	14	0	0	13.90192926045
GLOBAL	I	3222589	3232588	0.0043273740020378	30	0.12982122006113	1	29.938906752412
GLOBAL	I	3232589	3242588	0.00093002733168115	419	0.3896814519744	3	417.21704180064
GLOBAL	I	3242589	3252588	0.0012919787007443	603	0.77906315654884	6	600.23794212219
GLOBAL	I	3252589	3262588	0.00052570183880593	247	0.12984835418507	1	245.91961414791
GLOBAL	I	3262589	3272588	0.00082015269097286	475	0.38957252821211	3	472.48553054662
GLOBAL	I	3272589	3282588	0.0012328387999717	527	0.64970604758511	5	525.09163987138
GLOBAL	I	3282589	3292588	0.0020250283340031	385	0.77963590859119	6	383.70257234727
GLOBAL	I	3292589	3302588	0.0004423210223548	587	0.25964244012227	2	585.65112540193
GLOBAL	I	3302589	3312588	0.00069854945998688	372	0.25986039911512	2	370.2652733119
GLOBAL	I	3312589	3322588	0.00041967438170422	619	0.25977844227491	2	616.76366559486
GLOBAL	I	3322589	3332588	0.0016167096189384	241	0.38962701816416	3	240.45980707395
GLOBAL	I	3332589	3342588	NA	0	0	0	0
GLOBAL	I	3342589	3352588	0.0015798626752834	411	0.64932355954148	5	407.91961414791
GLOBAL	I	3352589	3362588	0.0023712877368423	219	0.51931201436846	4	218.33762057878
GLOBAL	I	3362589	3372588	0.0014722189099158	353	0.51969327520027	4	351.92604501608
GLOBAL	I	3372589	3382588	0.0008910846303265	583	0.51950233948035	4	581.56752411576
GLOBAL	I	3382589	3392588	0.0014481488459701	1076	1.5582081582639	12	1073.0996784566
GLOBAL	I	3392589	3402588	0.0016098031497583	242	0.38957236224151	3	240.9115755627
GLOBAL	I	3402589	3412588	0.00099131385770612	786	0.77917269215701	6	783.12540192926
GLOBAL	I	3412589	3422588	0.0013452976172138	193	0.25964244012227	2	192.21704180064
GLOBAL	I	3422589	3432588	0.0023518021148945	221	0.51974826739169	4	219.98392282958
GLOBAL	I	3432589	3442588	0.00070225191857185	370	0.25983320987158	2	369.20418006431
GLOBAL	I	3442589	3452588	0.001236651254713	210	0.25969676348973	2	209.44533762058
GLOBAL	I	3452589	3462588	0.0043499899236123	329	1.4311466848685	11	293.72347266881
GLOBAL	I	3462589	3472588	0	32	0	0	31.956448911223
GLOBAL	I	3472589	3482588	0.0021636870010189	60	0.12982122006113	1	59.935691318328
GLOBAL	I	3482589	3492588	0.001160930361342	1231	1.429105274812	11	1227.8295819936
GLOBAL	I	3492589	3502588	0.00065264106075471	398	0.25975114218037	2	396.85209003215
