pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Caribbean	I	40001	50000	0.00017221292531728	9527	13268	77044159	391297
Indonesia	I	40001	50000	0.0010219109735205	9527	272	266168	588
Africa	I	40001	50000	0.00031771312800809	9527	1688	5312969	31678
South America	I	40001	50000	0.00014790372325707	9527	191048	1291705143	3785844
Central America	I	40001	50000	8.9156679028493e-05	9527	12676	142176673	1214204
Australia	I	40001	50000	0	9527	0	627964	818
Micronesia	I	40001	50000	0.00029276292394298	9527	25748	87948295	2110436
Taiwan	I	50001	60000	0.00023820682329127	9644	13176	55313277	409755
Hawaii	I	50001	60000	0.00057540877575423	9644	38540	66978471	1879689
Caribbean	I	50001	60000	0.00018688617112956	9644	14528	77737159	649273
Indonesia	I	50001	60000	0.00083078657686259	9644	224	269624	408
Africa	I	50001	60000	0.00042504229916565	9644	2280	5364172	46112
South America	I	50001	60000	8.6848868592384e-05	9644	113688	1309032597	2368167
Central America	I	50001	60000	5.3225918255552e-05	9644	7680	144290606	861238
Australia	I	50001	60000	0	9644	0	634334	2170
Micronesia	I	50001	60000	0.00026580825698491	9644	23684	89101822	2062910
Taiwan	I	60001	70000	0.00020366329802324	9290	10764	52851938	825682
Hawaii	I	60001	70000	0.00042753304768625	9290	27588	64528345	1802255
Caribbean	I	60001	70000	0.00021979954930097	9290	16392	74577041	932079
Indonesia	I	60001	70000	0.0007438415459243	9280	188	252742	7378
Africa	I	60001	70000	0.00068305382240875	9290	3488	5106479	105211
South America	I	60001	70000	8.956877045821e-05	9290	112408	1254990991	8272499
Central America	I	60001	70000	8.5111470051597e-05	9290	11780	138406727	1417063
Australia	I	60001	70000	0	9290	0	606501	6639
Micronesia	I	60001	70000	0.00045092016844007	9290	37492	83145538	4672832
Taiwan	I	70001	80000	0.00032506890735458	9861	18284	56246536	730322
Hawaii	I	70001	80000	0.00063253522423004	9861	44124	69757380	650160
Caribbean	I	70001	80000	0.00022222684424943	9861	17640	79378349	771859
Indonesia	I	70001	80000	0.00078770307970024	9861	216	274215	1893
Africa	I	70001	80000	0.00062061659934518	9861	3408	5491313	40708
South America	I	70001	80000	5.6726248433043e-05	9861	75948	1338851098	2057543
Central America	I	70001	80000	8.614298156104e-05	9861	12680	147197134	1220777
Australia	I	70001	80000	0	9861	0	649943	883
Micronesia	I	70001	80000	0.00027915761598023	9861	25208	90300241	2915792
Taiwan	I	80001	90000	0.00026011529227808	9565	14144	54375888	890682
Hawaii	I	80001	90000	0.00037717345418816	9565	25252	66950629	1343471
Caribbean	I	80001	90000	0.00018752778832067	9565	14456	77087242	657078
Indonesia	I	80001	90000	0.00051229701172633	9565	136	265471	2349
Africa	I	80001	90000	0.00034920057339637	9565	1856	5314997	50968
South America	I	80001	90000	9.5562781296416e-05	9565	123784	1295316004	5342261
Central America	I	80001	90000	9.1697027908349e-05	9565	13060	142425554	1537261
Australia	I	80001	90000	0	9565	0	629308	1982
Micronesia	I	80001	90000	0.00032021624177411	9565	27740	86628960	3788985
Taiwan	I	90001	100000	0.00010375244974278	9064	5376	51815644	556148
Hawaii	I	90001	100000	0.00046908859016755	9064	29620	63143723	1573237
Caribbean	I	90001	100000	0.00032557329761999	9064	23768	73003530	668662
Indonesia	I	90001	100000	0.00061858368128665	9064	156	252189	1603
Africa	I	90001	100000	0.00047433158607913	9064	2380	5017587	67317
South America	I	90001	100000	9.8507126118597e-05	9064	120776	1226063583	6468201
Central America	I	90001	100000	8.6860400562908e-05	9064	11712	134837048	1585216
Australia	I	90001	100000	0	9064	0	596299	1925
Micronesia	I	90001	100000	0.00031794814617826	9064	26224	82478858	3203134
Taiwan	I	100001	110000	0.00027835162370096	9324	14868	53414454	459618
Hawaii	I	100001	110000	0.00050207261949908	9324	32460	64652002	1921358
Caribbean	I	100001	110000	0.00030769360561591	9324	23196	75386682	398790
Indonesia	I	100001	110000	0.00090937465079628	9324	236	259519	1553
Africa	I	100001	110000	0.0006584699410818	9324	3368	5114888	115876
South America	I	100001	110000	0.0001073380428694	9324	135576	1263075014	4811830
Central America	I	100001	110000	7.4367679202237e-05	9324	10336	138985109	1350415
Australia	I	100001	110000	5.2154298492089e-05	9324	32	613564	1820
Micronesia	I	100001	110000	0.00053636859866098	9324	45696	85195144	2944628
Taiwan	I	110001	120000	0.0004479203129996	8791	21844	48767603	2650819
Hawaii	I	110001	120000	0.00047753590670569	8807	28596	59882408	3656452
Caribbean	I	110001	120000	0.00018171503099231	8770	12516	68877076	3453996
Indonesia	I	110001	120000	0.00056423106921788	8786	136	241036	8136
Africa	I	110001	120000	0.00022430184966753	8736	1036	4618776	373563
South America	I	110001	120000	4.9235529410401e-05	8859	56928	1156238202	53856717
Central America	I	110001	120000	3.9960966292522e-05	8810	5056	126523467	7415382
Australia	I	110001	120000	0	8766	0	564298	23036
Micronesia	I	110001	120000	0.00024921905332108	8898	19008	76270252	7851995
Taiwan	I	120001	130000	0.00016337947594246	9630	9052	55404756	237384
Hawaii	I	120001	130000	0.00048315528991295	9630	32856	68002981	755219
Caribbean	I	120001	130000	0.00024804382801625	9630	19348	78002344	270296
Indonesia	I	120001	130000	0.00049048751486326	9630	132	269120	520
Africa	I	120001	130000	0.00026558171067073	9630	1424	5361815	40615
South America	I	120001	130000	1.9794281106926e-05	9630	25864	1306640027	2857003
Central America	I	120001	130000	6.0441353960492e-05	9630	8704	144007363	933767
Australia	I	120001	130000	5.039100268647e-05	9630	32	635034	546
Micronesia	I	120001	130000	0.00025180035846128	9630	22320	88641653	2390737
Taiwan	I	130001	140000	0.00034051580537326	9301	18084	53107667	633511
Hawaii	I	130001	140000	0.00042872734375546	9301	27972	65244264	1164876
Caribbean	I	130001	140000	9.6290186274785e-05	9301	7192	74690893	907635
Indonesia	I	130001	140000	0.000543216774534	9301	140	257724	2704
Africa	I	130001	140000	0.00047751660508065	9301	2476	5185160	32701
South America	I	130001	140000	4.5477432500028e-05	9301	57292	1259789677	4969604
Central America	I	130001	140000	3.3940263351687e-05	9301	4716	138950012	1039339
Australia	I	130001	140000	0	9214	0	604850	9016
Micronesia	I	130001	140000	1.9530235417127e-05	9301	1652	84586794	3335559
Taiwan	I	140001	150000	0.00020282739020048	9511	10992	54193864	760694
Hawaii	I	140001	150000	0.00038790155189183	9511	25668	66171429	1737111
Caribbean	I	140001	150000	0.00026372967866049	9511	20016	75895895	1409513
Indonesia	I	140001	150000	0.00072693679436018	9510	192	264122	2186
Africa	I	140001	150000	0.0005019227959468	9511	2628	5235865	99806
South America	I	140001	150000	7.7732909211016e-05	9511	100020	1286713710	6601581
Central America	I	140001	150000	4.0023606537134e-05	9511	5632	140716954	2433107
Australia	I	140001	150000	5.1558766520959e-05	9478	32	620651	7075
Micronesia	I	140001	150000	0.000294556955713	9511	25228	85647273	4260210
Taiwan	I	150001	160000	0.00027961853595799	9641	15328	54817539	888159
Hawaii	I	150001	160000	0.00058399019785356	9641	39104	66960028	1876712
Caribbean	I	150001	160000	0.00016780361359661	9641	13000	77471514	890534
Indonesia	I	150001	160000	0.00065614840884011	9641	176	268232	1716
Africa	I	150001	160000	0.00061400399700169	9641	3288	5355014	53587
South America	I	150001	160000	6.918091017699e-05	9641	90564	1309089455	1903366
Central America	I	150001	160000	4.4463440275807e-05	9641	6416	144298326	808365
Australia	I	150001	160000	0	9641	0	633955	2351
Micronesia	I	150001	160000	0.00037696416777595	9641	32912	87308033	3828340
Taiwan	I	160001	170000	0.00016077817818808	9523	8716	54211337	812557
Hawaii	I	160001	170000	0.00041146945444358	9523	27100	65861511	2132709
Caribbean	I	160001	170000	0.00010349298973836	9523	7864	75985823	1417121
Indonesia	I	160001	170000	0.00068325456926493	9522	180	263445	3199
Africa	I	160001	170000	0.00042520767730114	9523	2216	5211571	130832
South America	I	160001	170000	0.00015614457125247	9523	200148	1281812095	13134968
Central America	I	160001	170000	7.5952978003711e-05	9523	10736	141350613	1980060
Australia	I	160001	170000	0	9523	0	623641	4877
Micronesia	I	160001	170000	0.00034784077985617	9523	30204	86832832	3188087
Taiwan	I	170001	180000	0.00030269987952151	9598	16608	54866226	591018
Hawaii	I	170001	180000	0.00033904778476836	9598	22992	67813450	716270
Caribbean	I	170001	180000	7.0988353211173e-05	9598	5484	77252109	760435
Indonesia	I	170001	180000	0.0010634194927789	9598	284	267063	1681
Africa	I	170001	180000	0.00049407563215956	9598	2612	5286640	97838
South America	I	170001	180000	8.2133860089752e-05	9598	106752	1299731924	5413714
Central America	I	170001	180000	6.6680440654804e-05	9598	9512	142650527	1808971
Australia	I	170001	180000	0	9598	0	628325	5143
Micronesia	I	170001	180000	0.00027266821737087	9598	23600	86552075	4177819
Taiwan	I	180001	190000	0.00028819015407852	9521	15692	54450160	562178
Hawaii	I	180001	190000	0.00051152225735729	9521	34412	67273710	706230
Caribbean	I	180001	190000	0.00021672861150079	9521	16652	76833418	553270
Indonesia	I	180001	190000	0.00064980940183533	9521	172	264693	1895
Africa	I	180001	190000	0.00044306040572916	9521	2344	5290475	50806
South America	I	180001	190000	0.00011227889215725	9521	144996	1291391438	3283663
Central America	I	180001	190000	7.9635718487566e-05	9521	11324	142197499	1103072
Australia	I	180001	190000	0	9521	0	627936	450
Micronesia	I	180001	190000	0.00063048201432964	9521	54492	86429111	3572902
Taiwan	I	190001	200000	0.00041048009348286	9426	22180	54034289	429139
Hawaii	I	190001	200000	0.00049806022281206	9426	33208	66674668	626972
Caribbean	I	190001	200000	0.00017755638212954	9426	13520	76144827	469701
Indonesia	I	190001	200000	0.00057096342362014	9426	148	259211	4717
Africa	I	190001	200000	0.00076751688661005	9426	4028	5248093	39893
South America	I	190001	200000	5.2067091448736e-05	9426	66580	1278734766	3022140
Central America	I	190001	200000	4.0742101178406e-05	9426	5736	140788026	1082700
Australia	I	190001	200000	0	9426	0	620586	1530
Micronesia	I	190001	200000	0.00033788460098453	9426	28748	85082303	4021675
Taiwan	I	200001	210000	0.00031509056619561	9290	16712	53038719	638901
Hawaii	I	200001	210000	0.00064285587086459	9290	42092	65476574	854026
Caribbean	I	200001	210000	0.00031071241796915	9290	23328	75079072	430048
Indonesia	I	200001	210000	0.00063355443352894	9290	164	258857	1263
Africa	I	200001	210000	0.00071437701246833	9290	3672	5140143	71547
South America	I	200001	210000	0.00019372026757954	9290	244012	1259610071	3653419
Central America	I	200001	210000	0.00014409813137581	9290	19972	138599993	1223797
Australia	I	200001	210000	0	9290	0	607757	5383
Micronesia	I	200001	210000	0.00039593203708853	9290	33496	84600378	3217992
Taiwan	I	210001	220000	0.00021911110836707	9040	11108	50695741	1537379
Hawaii	I	210001	220000	0.0004936902047888	9040	31072	62938255	1607345
Caribbean	I	210001	220000	0.00015352295100175	9040	11072	72119510	1357610
Indonesia	I	210001	220000	0.0011466748420336	9040	288	251161	1959
Africa	I	210001	220000	0.00062881255400079	9040	3120	4961733	109707
South America	I	210001	220000	4.7429557340012e-05	9040	57992	1222697475	6570765
Central America	I	210001	220000	5.0339609206872e-05	9040	6720	133493289	2567751
Australia	I	210001	220000	0	9040	0	593804	2836
Micronesia	I	210001	220000	0.00046927987137341	9040	37112	79082872	6372248
Taiwan	I	220001	230000	0.00032288902505229	8697	15420	47756346	4470996
Hawaii	I	220001	230000	0.00047304422060745	8600	28140	59487039	5051421
Caribbean	I	220001	230000	0.00037763141902628	8938	26208	69401005	4067987
Indonesia	I	220001	230000	0.0005443102568464	8610	128	235160	17932
Africa	I	220001	230000	0.00086773661792794	8890	4048	4665010	405869
South America	I	220001	230000	0.00021906659154911	8976	258416	1179623046	49509213
Central America	I	220001	230000	0.00013026660151481	8932	16852	129365469	6680520
Australia	I	220001	230000	0	8541	0	549978	46596
Micronesia	I	220001	230000	0.00064317266279684	8963	48952	76110200	9335467
Taiwan	I	230001	240000	0.00024577508456591	9334	13016	52958989	972863
Hawaii	I	230001	240000	0.00060033533567542	9334	39228	65343480	1301280
Caribbean	I	230001	240000	0.00017529604827668	9334	13192	75255547	611205
Indonesia	I	230001	240000	0.00082433819641024	9334	212	257176	4176
Africa	I	230001	240000	0.00049608111470515	9334	2552	5144320	92054
South America	I	230001	240000	0.00010059508910126	9334	127000	1262487077	6759577
Central America	I	230001	240000	5.8087979847435e-05	9334	8088	139237068	1248966
Australia	I	230001	240000	0	9334	0	613144	2900
Micronesia	I	230001	240000	0.00046360330491206	9334	39040	84209926	4024376
Taiwan	I	240001	250000	0.00032651610187501	9470	17076	52297574	2420086
Hawaii	I	240001	250000	0.00041526745726421	9441	26720	64344074	3271726
Caribbean	I	240001	250000	0.00010501126660851	9470	7768	73973015	2999145
Indonesia	I	240001	250000	0.00046207695891751	9470	120	259697	5463
Africa	I	240001	250000	0.00057501639695194	9446	2944	5119854	192816
South America	I	240001	250000	8.7171090209035e-05	9470	108724	1247248368	40491702
Central America	I	240001	250000	9.493421863139e-05	9470	13016	137105463	5427507
Australia	I	240001	250000	0	9414	0	607094	17926
Micronesia	I	240001	250000	0.00033345592601587	9470	27864	83561268	5958642
Taiwan	I	250001	260000	0.00033150140345633	9584	18272	55118922	257430
Hawaii	I	250001	260000	0.00015627404360866	9584	10636	68059927	369833
Caribbean	I	250001	260000	4.4297492700175e-05	9584	3444	77747064	151688
Indonesia	I	250001	260000	0.00036028732914499	9584	96	266454	1898
Africa	I	250001	260000	0.00025939931169734	9584	1392	5366244	10380
South America	I	250001	260000	5.4586628926679e-05	9584	71008	1300831383	2410521
Central America	I	250001	260000	4.6718711180916e-05	9584	6708	143582728	666056
Australia	I	250001	260000	0	9584	0	632481	63
Micronesia	I	250001	260000	0.00015670786462752	9584	13936	88929806	1667746
Taiwan	I	260001	270000	0.00026407976179368	9616	14584	55225739	335509
Hawaii	I	260001	270000	0.00056756731468986	9616	38580	67974316	683924
Caribbean	I	260001	270000	0.00012628682188397	9616	9820	77759499	399349
Indonesia	I	260001	270000	0.0010165792109551	9616	272	267564	1684
Africa	I	260001	270000	0.00055458331617343	9616	2976	5366191	28385
South America	I	260001	270000	7.6606529488324e-05	9616	99940	1304588534	3004762
Central America	I	260001	270000	6.2632610194144e-05	9616	9008	143822842	907574
Australia	I	260001	270000	0	9616	0	634635	21
Micronesia	I	260001	270000	0.00034164780995065	9616	29924	87587273	3312775
Taiwan	I	270001	280000	0.00041941709143998	9250	22108	52711252	735248
Hawaii	I	270001	280000	0.00037477045657518	9250	24232	64658245	1386755
Caribbean	I	270001	280000	2.3598575699053e-05	9250	1748	74072267	1111733
Indonesia	I	270001	280000	0.00048226321459546	9250	124	257121	1879
Africa	I	270001	280000	0.00045043785914233	9250	2256	5008460	180790
South America	I	270001	280000	8.6289475077528e-05	9250	108076	1252481834	5342416
Central America	I	270001	280000	5.3909962663025e-05	9250	7352	136375535	2846215
Australia	I	270001	280000	0	9230	0	605202	5298
Micronesia	I	270001	280000	0.00030063864554143	9250	24724	82238263	5201987
Taiwan	I	280001	290000	0.00035065092064171	8889	17624	50260812	1099830
Hawaii	I	280001	290000	0.00059601290738018	8889	36720	61609404	1858056
Caribbean	I	280001	290000	0.00015409072752856	8889	10952	71075010	1174782
Indonesia	I	280001	290000	0.00080571896029368	8882	196	243261	5631
Africa	I	280001	290000	0.00096259047405345	8889	4736	4920057	66672
South America	I	280001	290000	9.3330866721543e-05	8889	112052	1200588872	8146237
Central America	I	280001	290000	7.164351013547e-05	8889	9388	131037689	2750650
Australia	I	280001	290000	0	8880	0	581099	5575
Micronesia	I	280001	290000	0.00036138765404704	8889	28312	78342466	5685251
Taiwan	I	290001	300000	0.00014279728494352	9142	7424	51989784	832692
Hawaii	I	290001	300000	0.00063704530152254	9142	40712	63907543	1366337
Caribbean	I	290001	300000	0.00025663826636917	9142	18916	73706857	599319
Indonesia	I	290001	300000	0.00064230100418279	9142	164	255332	644
Africa	I	290001	300000	0.00073607387161881	9142	3744	5086446	42216
South America	I	290001	300000	0.00010032278949699	9142	124072	1236727972	6410330
Central America	I	290001	300000	8.5113006436616e-05	9142	11516	135302470	2293772
Australia	I	290001	300000	0	9142	0	601573	1799
Micronesia	I	290001	300000	0.00025226622848969	9142	20868	82722131	3697195
Taiwan	I	300001	310000	0.00024881858617351	9496	13504	54272473	595415
Hawaii	I	300001	310000	0.00047761051708609	9496	32056	67117450	683990
Caribbean	I	300001	310000	0.00015853319264578	9496	12148	76627486	556002
Indonesia	I	300001	310000	0.00055839995774271	9496	148	265043	845
Africa	I	300001	310000	0.00053709899405834	9496	2832	5272771	54485
South America	I	300001	310000	7.1375847164301e-05	9496	91812	1286317482	4958094
Central America	I	300001	310000	7.5323347646585e-05	9496	10648	141363871	1560425
Australia	I	300001	310000	0	9496	0	622960	3776
Micronesia	I	300001	310000	0.00024352763107444	9496	21040	86396767	3368921
Taiwan	I	310001	320000	0.00025933309715498	8166	9632	37141422	10625304
Hawaii	I	310001	320000	0.00097757875891558	7921	40780	41715309	17311071
Caribbean	I	310001	320000	0.00034953502132857	8200	18900	54071835	13122341
Indonesia	I	310001	320000	0.00085226945535375	7602	148	173654	57822
Africa	I	310001	320000	0.00064893442157151	8139	2124	3273058	1364729
South America	I	310001	320000	0.00015190788024251	8267	147440	970588226	153566701
Central America	I	310001	320000	0.00012960447533143	8200	13296	102589050	21837567
Australia	I	310001	320000	0	7862	0	455733	89889
Micronesia	I	310001	320000	0.00035748269952814	8267	21164	59202865	18945086
Taiwan	I	320001	330000	0.00033871134626098	9389	18152	53591355	658287
Hawaii	I	320001	330000	0.00050053827703373	9389	33052	66032912	1004548
Caribbean	I	320001	330000	0.0001620238583702	9389	12252	75618493	695299
Indonesia	I	320001	330000	0.00048863913999511	9389	128	261952	940
Africa	I	320001	330000	0.00074182295696313	9389	3864	5208790	58439
South America	I	320001	330000	0.00016197625022167	9389	205524	1268852685	7872924
Central America	I	320001	330000	9.6523439212439e-05	9389	13464	139489435	1824404
Australia	I	320001	330000	0	9389	0	615012	4662
Micronesia	I	320001	330000	0.000442181587635	9389	37316	84390669	4363548
Taiwan	I	330001	340000	0.00039871382446478	9473	21572	54103968	631026
Hawaii	I	330001	340000	0.00070061274140903	9473	46828	66838636	798584
Caribbean	I	330001	340000	0.00012211388161004	9473	9356	76617006	379538
Indonesia	I	330001	340000	0.00090767438694159	9473	240	264412	832
Africa	I	330001	340000	0.00052431828692429	9473	2772	5286865	27488
South America	I	330001	340000	5.4931152910876e-05	9473	70516	1283716002	4432011
Central America	I	330001	340000	7.5352712865027e-05	9473	10648	141308781	1269342
Australia	I	330001	340000	0	9473	0	622961	2257
Micronesia	I	330001	340000	0.000177539363084	9473	15376	86606146	2942123
Taiwan	I	340001	350000	0.0003349379121084	9248	17652	52702305	732639
Hawaii	I	340001	350000	0.00058082131716132	9248	37620	64770350	1260370
Caribbean	I	340001	350000	0.00015104060234047	9248	11248	74470042	697702
Indonesia	I	340001	350000	0.00067117498546438	9248	172	256267	2677
Africa	I	340001	350000	0.00047554483320148	9248	2432	5114134	73994
South America	I	340001	350000	4.6701958163176e-05	9248	58460	1251767641	5784647
Central America	I	340001	350000	9.0367539218127e-05	9248	12432	137571523	1620125
Australia	I	340001	350000	0	9248	0	607433	2935
Micronesia	I	340001	350000	0.00040492350721528	9248	33588	82949000	4472344
Taiwan	I	350001	360000	0.00045813915108108	9548	24948	54455071	713273
Hawaii	I	350001	360000	0.00038440846596505	9548	25996	67625982	546738
Caribbean	I	350001	360000	0.00017024598172632	9548	13136	77158943	447201
Indonesia	I	350001	360000	0.00065950454720891	9548	176	266867	477
Africa	I	350001	360000	0.00060219594515124	9548	3200	5313885	42543
South America	I	350001	360000	7.2531707232651e-05	9548	93924	1294937119	3409469
Central America	I	350001	360000	4.9447916606959e-05	9548	7048	142533811	1173137
Australia	I	350001	360000	0	9548	0	629433	735
Micronesia	I	350001	360000	0.00066480146430212	9548	56888	85571412	4685832
Taiwan	I	360001	370000	0.00063057854901881	9233	33384	52941858	406416
Hawaii	I	360001	370000	0.00052226428632756	9233	33924	64955619	968001
Caribbean	I	360001	370000	0.0001156153327264	9233	8628	74626780	419044
Indonesia	I	360001	370000	0.001259966532139	9233	320	253975	4549
Africa	I	360001	370000	0.00047590701214598	9233	2436	5118647	61066
South America	I	360001	370000	0.00013124341366553	9233	164368	1252390466	3122107
Central America	I	360001	370000	0.00011348011887216	9233	15664	138032989	932894
Australia	I	360001	370000	0	9212	0	604199	5179
Micronesia	I	360001	370000	0.00028804632808087	9233	23784	82570051	4709498
Taiwan	I	370001	380000	0.00022461920567462	9051	11652	51874460	422218
Hawaii	I	370001	380000	0.0008270153125764	9051	52492	63471618	1152522
Caribbean	I	370001	380000	0.00016388972304427	9051	11992	73171153	395375
Indonesia	I	370001	380000	0.00095499962197932	9051	240	251309	2119
Africa	I	370001	380000	0.00053261714451725	9051	2684	5039267	38344
South America	I	370001	380000	5.8681902778314e-05	9051	71952	1226136110	4627921
Central America	I	370001	380000	5.9389019051712e-05	9051	8032	135243857	982744
Australia	I	370001	380000	0	9051	0	596457	909
Micronesia	I	370001	380000	0.0002757369070643	9051	22956	83253273	2305830
Taiwan	I	380001	390000	0.00047185006056921	9101	24232	51355297	1270727
Hawaii	I	380001	390000	0.00034859213758584	9101	22156	63558519	1472601
Caribbean	I	380001	390000	0.00025018598863341	9100	18148	72538035	1491789
Indonesia	I	380001	390000	0.00077415921068017	9099	192	248011	7013
Africa	I	380001	390000	0.00092184530788825	9080	4560	4946600	162988
South America	I	380001	390000	0.00013069374374141	9104	159492	1220349157	18165791
Central America	I	380001	390000	7.536957620941e-05	9100	10100	134006326	3078182
Australia	I	380001	390000	0.00010741715451958	9092	64	595808	5320
Micronesia	I	380001	390000	0.00040473052204639	9105	32680	80745084	5352840
Taiwan	I	390001	400000	0.0010726773179004	9343	56924	53067217	916637
Hawaii	I	390001	400000	0.0068653550540289	9343	438176	63824230	2884790
Caribbean	I	390001	400000	0.00021529873948752	9343	16208	75281444	658460
Indonesia	I	390001	400000	0.010149472569543	9343	2492	245530	16074
Africa	I	390001	400000	0.0004321456864381	9343	2236	5174181	67242
South America	I	390001	400000	0.00010692978221626	9343	135296	1265278926	5191557
Central America	I	390001	400000	7.9596645298662e-05	9343	11032	138598806	2022687
Australia	I	390001	400000	0	9343	0	615541	1097
Micronesia	I	390001	400000	0.00053511612290818	9343	43844	81933618	6385761
Taiwan	I	400001	410000	0.001342453250223	9116	69472	51750033	922215
Hawaii	I	400001	410000	0.01237452854421	9116	715408	57812950	7275290
Caribbean	I	400001	410000	0.00018568308873321	9116	13656	73544662	550186
Indonesia	I	400001	410000	0.024022787329696	9116	4900	203973	51275
Africa	I	400001	410000	0.00054028376798343	9116	2724	5041795	72281
South America	I	400001	410000	0.00016463187793144	9116	203224	1234414638	5188158
Central America	I	400001	410000	0.00010327395056643	9116	14032	135871630	1333286
Australia	I	400001	410000	5.3216700065689e-05	9116	32	601315	341
Micronesia	I	400001	410000	0.00060418492082182	9116	48772	80723630	5449918
Taiwan	I	410001	420000	0.0013483567092179	9060	69348	51431494	917186
Hawaii	I	410001	420000	0.012072142271149	9060	716728	59370407	5317993
Caribbean	I	410001	420000	0.00015381164061965	9060	11256	73180417	459263
Indonesia	I	410001	420000	0.022315380954124	9060	4876	218504	35176
Africa	I	410001	420000	0.00038869030207781	9060	1960	5042575	40085
South America	I	410001	420000	4.5630961782053e-05	9060	56040	1228113496	3874364
Central America	I	410001	420000	5.1867949546752e-05	9060	7024	135420815	941245
Australia	I	410001	420000	0	9060	0	594873	3087
Micronesia	I	410001	420000	0.00049267086866385	9060	40416	82034483	3609697
Taiwan	I	420001	430000	0.0013317323281588	9066	62012	46564913	5818435
Hawaii	I	420001	430000	0.010345128160268	8948	532528	51476211	13255029
Caribbean	I	420001	430000	0.00032459561129519	9066	21948	67616441	6072007
Indonesia	I	420001	430000	0.019999649947784	9045	3428	171403	82445
Africa	I	420001	430000	0.00065629353269151	9064	2912	4437039	648987
South America	I	420001	430000	2.3756616765141e-05	9066	27180	1144102305	88701441
Central America	I	420001	430000	2.7868846584271e-05	9066	3484	125014144	11438222
Australia	I	420001	430000	0	8567	0	540537	57819
Micronesia	I	420001	430000	0.00043404072631606	9066	31600	72804228	12896670
Taiwan	I	430001	440000	0.0018914593134229	8903	95360	50416099	1025435
Hawaii	I	430001	440000	0.015862389108112	8903	926648	58417934	5149486
Caribbean	I	430001	440000	0.00024829672388851	8903	17828	71801189	562395
Indonesia	I	430001	440000	0.028058830634297	8903	6040	215262	34022
Africa	I	430001	440000	0.00048717988619328	8903	2348	4819575	175008
South America	I	430001	440000	7.4112852532096e-05	8903	89280	1204649355	5989488
Central America	I	430001	440000	6.3507164151408e-05	8903	8428	132709437	1289616
Australia	I	430001	440000	0	8900	0	585376	2222
Micronesia	I	430001	440000	0.00040140946903876	8903	32248	80336919	3823140
Taiwan	I	440001	450000	0.0006659626494731	8066	27312	41011309	11360483
Hawaii	I	440001	450000	0.0039210457542437	8002	186976	47685238	17031722
Caribbean	I	440001	450000	0.0003458491450399	8899	21264	61483454	12188738
Indonesia	I	440001	450000	0.0066908279899638	7941	1200	179350	74442
Africa	I	440001	450000	0.00067737129495016	8750	2632	3885609	1199295
South America	I	440001	450000	9.6708915473861e-05	8981	104828	1083953837	148577947
