pop	chromosome	window_pos_1	window_pos_2	tajima_d	no_sites	raw_pi	raw_watterson_theta	tajima_d_stdev
GLOBAL	I	850001	860000	-1.0189199822418	8852	9.282224172974	24.859841876091	15.288362162497
GLOBAL	I	860001	870000	-1.1213993806009	8789	7.6678101527198	24.346303302499	14.872928805116
GLOBAL	I	870001	880000	-0.92530824892856	8206	11.096619706488	26.444648927376	16.58693655726
GLOBAL	I	880001	890000	-0.83434639106107	8468	16.488504550436	32.045719840411	18.645990989654
GLOBAL	I	890001	900000	-0.87945467195202	8726	11.386180430439	24.864094032956	15.325307866751
GLOBAL	I	900001	910000	-1.2467798196835	9158	4.4326897419796	17.048256735439	10.118520362851
GLOBAL	I	910001	920000	-0.82938642916129	8996	10.965076600471	21.739903694103	12.991323121272
GLOBAL	I	920001	930000	-0.66899204588222	8870	13.519036347104	24.582085921142	16.536892541748
GLOBAL	I	930001	940000	-1.0255884780293	9104	8.1752407693819	19.370226189611	10.915670037304
GLOBAL	I	940001	950000	-1.0483111352121	8711	9.4194919570881	23.945048142392	13.856149856088
GLOBAL	I	950001	960000	-0.9964732864272	8753	11.454855493363	27.071466542343	15.67188128542
GLOBAL	I	960001	970000	-0.99988695173703	8421	11.474155683325	26.485040715023	15.012582178036
GLOBAL	I	970001	980000	-0.77441341496653	8953	7.1415780653478	13.910914347862	8.7412435679547
GLOBAL	I	980001	990000	-0.55672407539803	6472	13.360017639719	20.599617032616	13.003927282507
GLOBAL	I	990001	1000000	-0.99983224942888	9191	6.9551239385858	18.483088979848	11.529899188436
GLOBAL	I	1000001	1010000	-1.3622997477138	8856	10.860442393346	31.448550474648	15.112759226339
GLOBAL	I	1010001	1020000	-1.1596196022834	8904	7.1805101644732	20.669755183586	11.632474125611
GLOBAL	I	1020001	1030000	-0.95954905737787	8469	7.3230931674244	20.459777906038	13.690477456684
GLOBAL	I	1030001	1040000	-1.1428383371937	9068	4.8810450025988	16.909664306536	10.52521508289
GLOBAL	I	1040001	1050000	-0.99661562915626	9214	6.7001720502415	16.517212793658	9.8503780757756
GLOBAL	I	1050001	1060000	-1.1940989593133	7387	3.8337815001593	13.528217525363	8.1186202781537
GLOBAL	I	1060001	1070000	-1.2179596174407	8190	9.6196469617058	34.557938162908	20.475466381722
GLOBAL	I	1070001	1080000	-1.0310977223373	8128	16.21021659079	47.452249056411	30.299778370958
GLOBAL	I	1080001	1090000	-1.8092443009275	8870	5.1066161311496	50.985404165167	25.357983999451
GLOBAL	I	1090001	1100000	-1.3735098009174	9011	9.965223375145	33.02517874405	16.789072312045
GLOBAL	I	1100001	1110000	-1.2552353412661	8706	9.69481426707	33.456395937826	18.929981406346
GLOBAL	I	1110001	1120000	-1.048791831675	8410	9.1902668462257	27.371273104018	17.33519055803
GLOBAL	I	1120001	1130000	-1.1177490240045	8953	8.3025038419373	24.460718389472	14.456031005642
GLOBAL	I	1130001	1140000	-1.1292106311855	8894	10.350242606081	27.709559569727	15.372966286565
GLOBAL	I	1140001	1150000	0.99927492051102	7821	76.761963983409	44.227928993671	32.557641868066
GLOBAL	I	1150001	1160000	-0.96136046706258	8033	19.460548201582	45.78584646764	27.383379250548
GLOBAL	I	1160001	1170000	-1.079902828229	8508	11.855943185118	33.736467797565	20.261568023052
GLOBAL	I	1170001	1180000	-1.0198588352347	8683	8.7303431842153	23.572711849866	14.553355967382
GLOBAL	I	1180001	1190000	-1.2472029206117	8691	17.336665926379	50.455811664915	26.5547371572
GLOBAL	I	1190001	1200000	-1.118070087583	8293	9.7971343292881	27.068742883863	15.447697551692
GLOBAL	I	1200001	1210000	-1.0368463747583	9017	9.6885714388362	25.129348531286	14.892058716075
GLOBAL	I	1210001	1220000	-1.3185414489801	9114	6.2219833166304	24.327760561374	13.731670899499
GLOBAL	I	1220001	1230000	-0.87019120274656	8156	9.3556486935105	22.79129781443	15.439881578339
GLOBAL	I	1230001	1240000	-1.0276812741703	8804	7.0951352713042	20.699819559835	13.23823312779
GLOBAL	I	1240001	1250000	-1.1185797713105	8327	5.4132060630588	15.870752803211	9.348950346117
GLOBAL	I	1250001	1260000	0.044465859741858	7979	66.025883936434	64.159692389062	41.969087254955
GLOBAL	I	1260001	1270000	-0.99834527900886	8362	9.9992909809398	22.362844093235	12.384045251928
GLOBAL	I	1270001	1280000	-1.1628594670846	9324	6.5163999237104	19.240813076592	10.942348162486
GLOBAL	I	1280001	1290000	-0.87243142065323	8937	10.531188682699	20.46977763444	11.391828304738
GLOBAL	I	1290001	1300000	-1.0574839521009	8889	8.7103250673015	22.629595051049	13.162629991779
GLOBAL	I	1300001	1310000	-1.3108290982712	8757	8.6980289992596	25.208250240439	12.59525079429
GLOBAL	I	1310001	1320000	-0.63220350038977	8697	17.420788059978	28.844172321647	18.069156932263
GLOBAL	I	1320001	1330000	-0.92135805518764	8566	8.8917851957029	19.127693744404	11.109588168322
GLOBAL	I	1330001	1340000	-1.0110114427133	8785	8.8929480211795	21.324326130435	12.29598161213
GLOBAL	I	1340001	1350000	-1.6387407279671	9340	4.0124811139469	25.214465147394	12.937973452182
GLOBAL	I	1350001	1360000	-1.1759617311089	8521	14.890169647761	43.226022514034	24.095897099946
GLOBAL	I	1360001	1370000	-1.0280549306684	9167	7.5434505866002	17.026738407819	9.2244952466233
GLOBAL	I	1370001	1380000	-0.96915555294902	8903	6.1785742232277	18.105550685061	12.306565675181
GLOBAL	I	1380001	1390000	-0.99409309359934	8803	9.1863384496269	25.655871035989	16.567394635778
GLOBAL	I	1390001	1400000	-0.98950908249769	8460	8.867282486753	22.830285736881	14.111041017312
GLOBAL	I	1400001	1410000	-0.39028341728652	8304	17.203640135249	24.847082640239	19.584338371667
GLOBAL	I	1410001	1420000	-0.85910967975916	8862	7.3022052381353	14.296413956616	8.1412290924737
GLOBAL	I	1420001	1430000	-1.1714797647235	8676	5.9671116757575	17.159080838793	9.553702505205
GLOBAL	I	1430001	1440000	-0.87763563967055	8724	11.220019095972	23.553756894888	14.053369349889
GLOBAL	I	1440001	1450000	-1.0046653361789	8898	8.3356586980943	22.546492199976	14.144843053838
GLOBAL	I	1450001	1460000	-0.94620278688186	8837	9.5376018199322	24.899063089642	16.234851009403
GLOBAL	I	1460001	1470000	-0.96909215977764	8241	16.061102969898	39.110833813314	23.784869798869
GLOBAL	I	1470001	1480000	-0.68991222407027	8930	12.079859529428	25.771672657874	19.84573203772
GLOBAL	I	1480001	1490000	-1.3288281090317	8386	12.717054854001	44.5182028135	23.931724309076
GLOBAL	I	1490001	1500000	-1.2802616694651	7753	10.060666224673	32.9230578588	17.857592849499
GLOBAL	I	1500001	1510000	-1.1715821507259	8551	6.337574909183	22.002521141203	13.370762111998
GLOBAL	I	1510001	1520000	-0.60956068592206	8667	32.271699863206	49.247528396307	27.849283795955
GLOBAL	I	1520001	1530000	-0.26335412412384	8183	59.562728910725	68.737902958198	34.839682416205
GLOBAL	I	1530001	1540000	-0.8581697814261	9216	7.0824377898063	13.644014548868	7.6460123638445
GLOBAL	I	1540001	1550000	-0.25358343209012	9125	25.121033315378	30.273762918025	20.319661896585
GLOBAL	I	1550001	1560000	-1.4818230499167	8951	5.9384645087574	28.737633420067	15.385891664049
GLOBAL	I	1560001	1570000	-1.2655059968359	9039	6.1178386954114	20.547840742121	11.402555248879
GLOBAL	I	1570001	1580000	-1.370894145416	8739	4.5594826816679	18.327250142329	10.042910684751
GLOBAL	I	1580001	1590000	-1.0542472676067	9344	5.4608704485126	12.732822152169	6.8977667072015
GLOBAL	I	1590001	1600000	-1.0330217235327	9301	7.7284650786584	18.34372899288	10.275934835058
GLOBAL	I	1600001	1610000	-1.0866839780999	9244	7.0007447595224	17.67843062855	9.8259347558417
GLOBAL	I	1610001	1620000	-1.1383897175903	9361	8.0935248371355	21.578080727817	11.84528960717
GLOBAL	I	1620001	1630000	-1.0859186422805	8711	9.4909432386663	27.461164362028	16.548404662824
GLOBAL	I	1630001	1640000	-0.78382739668692	8962	10.135814884549	19.003397077764	11.313182252491
GLOBAL	I	1640001	1650000	-0.68045466342806	7857	8.4995809796036	17.096930055542	12.63471255032
GLOBAL	I	1650001	1660000	-0.69575612406112	9089	15.147254912594	27.919209549992	18.356941743966
GLOBAL	I	1660001	1670000	-0.93532589993297	9132	7.4971723991633	21.778579339823	15.268909950727
GLOBAL	I	1670001	1680000	-0.59193778532085	8867	18.215576567412	27.791076668802	16.176531282253
GLOBAL	I	1680001	1690000	-1.3063286633039	8939	6.3680970698961	18.840067851485	9.5473452676489
GLOBAL	I	1690001	1700000	-0.83268825602839	9357	13.435760953031	29.072797443706	18.778980461736
GLOBAL	I	1700001	1710000	-0.57085725064609	9660	14.621211634703	21.725813366305	12.445496178881
GLOBAL	I	1710001	1720000	-0.79953089067945	8950	9.5104271367406	18.467974953196	11.203504355964
GLOBAL	I	1720001	1730000	-0.52224450765946	8412	21.933489032608	33.336425040076	21.834477606231
GLOBAL	I	1730001	1740000	-0.83534270552199	8666	11.443486506073	25.79514117184	17.18055903391
GLOBAL	I	1740001	1750000	-0.70583185902794	8894	14.19510580527	23.00992306961	12.488551135224
GLOBAL	I	1750001	1760000	-0.90902118451846	9568	6.3722456429434	12.471527613187	6.7097247832284
GLOBAL	I	1760001	1770000	-1.3034471403432	9783	5.0542211476914	14.288099198916	7.0841983272089
GLOBAL	I	1770001	1780000	-1.6220099820034	9053	6.6443761142841	31.458930256733	15.298644532261
GLOBAL	I	1780001	1790000	-0.95446967628839	5803	5.564283701781	14.050217031468	8.8907311992202
GLOBAL	I	1790001	1800000	-0.33206515295255	1182	0.15666135527713	0.26516812854824	0.32676350501195
GLOBAL	I	1800001	1810000	-1.2375293642665	8736	7.5643528126758	20.53072633289	10.477628971576
GLOBAL	I	1810001	1820000	-1.2439090986574	8919	8.0297220881493	25.106887694288	13.728628261158
GLOBAL	I	1820001	1830000	-1.1414997899833	8909	6.9487715939313	20.683531397651	12.032205283123
GLOBAL	I	1830001	1840000	-1.030995055214	9171	4.6489958904038	13.524428504881	8.6086083241543
GLOBAL	I	1840001	1850000	-0.97004423618008	9384	7.5495207557999	16.112595632883	8.8275096719332
GLOBAL	I	1850001	1860000	-1.1479401126555	9357	5.6367875580626	14.812227037908	7.9929600670716
GLOBAL	I	1860001	1870000	-1.3026334145177	9317	5.0777483777402	17.425217207187	9.4788516030954
GLOBAL	I	1870001	1880000	-1.2433632144378	8451	4.285817969284	18.218355314539	11.205524808417
GLOBAL	I	1880001	1890000	-0.99691126051485	8314	6.5562348087069	20.720408183233	14.208058365406
GLOBAL	I	1890001	1900000	-1.2364583057529	9053	6.3818751045452	20.285327540553	11.2445784636
GLOBAL	I	1900001	1910000	-0.88149473217151	9228	11.209742627561	21.976794242478	12.214538807729
GLOBAL	I	1910001	1920000	-1.1116976360308	9098	5.8703266616222	15.341721967314	8.519758429556
GLOBAL	I	1920001	1930000	-1.248741170636	7797	5.7731564806469	21.604182057314	12.677587596959
GLOBAL	I	1930001	1940000	-1.0753687201667	8693	7.9006849992297	20.810205359478	12.004738577711
GLOBAL	I	1940001	1950000	-1.490245528772	8765	2.1369502253733	12.994416022714	7.2856892288665
GLOBAL	I	1950001	1960000	-1.271498134438	9106	4.3410260546769	15.993153881043	9.1640935293361
GLOBAL	I	1960001	1970000	-1.123155796704	9079	6.4405411199103	18.859037555755	11.056788801952
GLOBAL	I	1970001	1980000	-1.1868077527623	8261	22.073079131105	56.638989053047	29.125113011343
GLOBAL	I	1980001	1990000	-1.3506553837645	8822	6.2593497602737	23.275530203683	12.598461937776
GLOBAL	I	1990001	2000000	-0.82539764369769	9353	29.501843361014	47.836353177007	22.212941793554
GLOBAL	I	2000001	2010000	-0.59088061370051	8658	36.131419415131	54.516870034203	31.115339025815
GLOBAL	I	2010001	2020000	-0.69034108986478	8205	28.383377441465	48.944335056939	29.783766195203
GLOBAL	I	2020001	2030000	-1.4279516828246	9062	5.9332685684837	24.829874356652	13.23336497688
GLOBAL	I	2030001	2040000	-1.3914079745217	9319	3.7054330292301	16.116614299687	8.9198721710096
GLOBAL	I	2040001	2050000	-1.5157464771713	9158	7.3604445737129	27.420332254633	13.234329080121
GLOBAL	I	2050001	2060000	-1.5379278850198	8449	4.3088413312418	26.298892274246	14.298492898918
GLOBAL	I	2060001	2070000	-1.0238084893809	8803	6.7751566289464	21.113155047076	14.00457074428
GLOBAL	I	2070001	2080000	-1.0606343490812	8757	8.4158774421304	21.465622543853	12.303717216992
GLOBAL	I	2080001	2090000	-1.2900426817512	8836	5.2868456706999	17.936563149096	9.8056581052221
GLOBAL	I	2090001	2100000	-1.2150925725953	8755	6.729951418711	24.220574765785	14.394478035297
GLOBAL	I	2100001	2110000	-1.2759985980973	8418	6.4728548363081	22.37825050848	12.465057325212
GLOBAL	I	2110001	2120000	-1.1737471066572	9349	4.4771286735556	13.255791084223	7.4791770398213
GLOBAL	I	2120001	2130000	-1.3768531973732	9160	2.9616878001167	16.012945614666	9.4790481944255
GLOBAL	I	2130001	2140000	-1.1804792236331	8995	5.0491666430369	14.951545965152	8.3884401553799
GLOBAL	I	2140001	2150000	-1.3503423927749	9465	2.9999124301215	12.47753241004	7.0186791369578
GLOBAL	I	2150001	2160000	-1.322031227886	9072	5.2047176663299	20.543433155315	11.60238515206
GLOBAL	I	2160001	2170000	-1.0364862205569	8235	6.938980689806	19.009270641502	11.645393554013
GLOBAL	I	2170001	2180000	-0.77540617281367	8426	11.181843502033	21.079576896606	12.764579057526
GLOBAL	I	2180001	2190000	-1.0787549212345	9122	3.0780000264891	9.4921425248418	5.945875538637
GLOBAL	I	2190001	2200000	-0.97517231304923	9487	8.2390831603306	17.548466848046	9.5463986857938
GLOBAL	I	2200001	2210000	-1.3995557978354	9221	2.7032534327341	12.410795405595	6.936159307028
GLOBAL	I	2210001	2220000	-1.146501968146	5369	1.1266162254851	6.3751934786506	4.5779051401482
GLOBAL	I	2220001	2230000	-1.2126671161898	8457	5.167263880331	19.392559258234	11.730585572897
GLOBAL	I	2230001	2240000	-1.062307634726	7380	2.9744348409649	13.423056444567	9.8357775676699
GLOBAL	I	2240001	2250000	-0.92201967975054	7085	5.9893745692612	15.352776139414	10.155316394859
GLOBAL	I	2250001	2260000	-1.3989076303002	8570	14.838992637679	45.641683374718	22.019102669723
GLOBAL	I	2260001	2270000	-1.3422226737817	7958	8.1312013588526	27.829635179439	14.675980524965
GLOBAL	I	2270001	2280000	-1.0101985171007	8783	6.57071698586	17.16760563029	10.489907147007
GLOBAL	I	2280001	2290000	-1.2821523286821	8300	7.3494772052573	22.097051849652	11.502201660822
GLOBAL	I	2290001	2300000	-0.95441758294806	7476	5.6381031995084	18.283793776874	13.249641250641
GLOBAL	I	2300001	2310000	-1.0488583187167	8502	5.6413109814891	18.432245161536	12.195101999761
GLOBAL	I	2310001	2320000	-0.87781472882539	8921	11.352161809361	21.841444681499	11.949312910452
GLOBAL	I	2320001	2330000	-0.99518157436283	9053	8.278362516647	20.556746456369	12.337832869929
GLOBAL	I	2330001	2340000	-1.072498076257	9512	6.1243876404316	14.814169622416	8.1023753555923
GLOBAL	I	2340001	2350000	-1.1210673095109	8743	5.3550762401908	14.81414352468	8.4375551799971
GLOBAL	I	2350001	2360000	-1.0859536538762	9190	6.0902326560389	15.989279360209	9.1155333092134
GLOBAL	I	2360001	2370000	-1.0874651726259	8515	8.1539114967853	22.911310836634	13.570456977684
GLOBAL	I	2370001	2380000	-1.1689511697524	8658	5.4608459753988	17.306958973195	10.133967358367
GLOBAL	I	2380001	2390000	-1.1694996963703	8595	6.3851171542163	19.116803865002	10.886438662874
GLOBAL	I	2390001	2400000	-1.2445053508416	8618	7.3574736118966	22.880433366215	12.473196474262
GLOBAL	I	2400001	2410000	-1.2448114365255	8880	7.96030594522	23.396824274693	12.400688069319
GLOBAL	I	2410001	2420000	-1.0256216022231	9053	8.8213040730222	22.140030524203	12.986004216674
GLOBAL	I	2420001	2430000	-0.90432162333485	9316	9.8407462615132	19.810337457457	11.024386610572
GLOBAL	I	2430001	2440000	-1.026115729935	8055	5.4204839641568	15.522458768759	9.8448688679999
GLOBAL	I	2440001	2450000	-1.014256686528	8978	8.4463954814811	19.905132407948	11.297669592589
GLOBAL	I	2450001	2460000	-1.0328900684014	8923	6.2673628003309	19.055010780555	12.380454001281
GLOBAL	I	2460001	2470000	-1.28603941586	9154	7.4402612071768	23.010722624835	12.107297199166
GLOBAL	I	2470001	2480000	-1.4468572189176	8989	5.132375903043	19.49109983118	9.9240780226255
GLOBAL	I	2480001	2490000	-1.1972887976663	9205	4.0944727028707	14.170880713371	8.4160212892172
GLOBAL	I	2490001	2500000	-1.2694250330892	9304	4.1734511299611	14.854455773498	8.4140491680274
GLOBAL	I	2500001	2510000	-1.1913572912681	9392	3.1852605862093	10.133998105527	5.8326226483423
GLOBAL	I	2510001	2520000	-1.0251885023115	9465	5.0333135873708	11.951767815472	6.7484703666718
GLOBAL	I	2520001	2530000	-1.1653462493214	8678	6.6216032369303	18.454388834709	10.153879677108
GLOBAL	I	2530001	2540000	-1.0685992480682	8798	5.7561356915114	19.010033693307	12.403057578186
GLOBAL	I	2540001	2550000	-1.2518987907229	9045	4.1217455665688	14.818884839409	8.5447316924584
GLOBAL	I	2550001	2560000	-1.1311071072798	8728	5.1351983654011	16.519506196674	10.064747854561
GLOBAL	I	2560001	2570000	-1.2467801308806	8921	4.851754999324	17.292094459649	9.9779737839889
GLOBAL	I	2570001	2580000	-1.4150604420607	8846	16.906984887105	54.905575159021	26.85298036922
GLOBAL	I	2580001	2590000	-1.1260170268091	8971	8.6636892743375	24.468357580975	14.035905257512
GLOBAL	I	2590001	2600000	-0.97083537380047	8399	9.248556059336	24.11558745374	15.313648220506
GLOBAL	I	2600001	2610000	-1.3014997767743	9164	6.3491271982616	20.535614042928	10.900107013332
GLOBAL	I	2610001	2620000	-1.4340755142277	9038	3.7953938624133	17.287307947003	9.4080917990263
GLOBAL	I	2620001	2630000	-0.49606193610277	8557	18.518056910214	27.757549771383	18.6256839897
GLOBAL	I	2630001	2640000	1.3615060193666	7948	94.271357094493	53.538534098011	29.917475513939
GLOBAL	I	2640001	2650000	0.06744957743293	7369	39.004934323396	37.427359202031	23.388954851996
GLOBAL	I	2650001	2660000	-1.1503867321944	8895	5.3373934882983	17.858116419079	10.883925014414
GLOBAL	I	2660001	2670000	-0.88116551834012	8254	13.181910515599	25.623266310605	14.119204095097
GLOBAL	I	2670001	2680000	-1.1990717359215	8436	6.4998658549813	19.500161412784	10.841966471516
GLOBAL	I	2680001	2690000	-0.7412462984797	9232	10.028114882644	19.010703393703	12.118223766489
GLOBAL	I	2690001	2700000	-1.2140984127991	8942	3.5154454512074	12.485191376333	7.3879891700429
GLOBAL	I	2700001	2710000	-0.79652913213123	8953	39.279572230399	60.683051986993	26.870931511727
GLOBAL	I	2710001	2720000	-0.80630847680151	6309	18.874205288577	32.705793274052	17.154213782227
GLOBAL	I	2720001	2730000	-0.80044631747506	9121	28.503209054501	48.264965794897	24.688422332597
GLOBAL	I	2730001	2740000	-0.89518535674646	8656	9.9547294843264	23.34833148643	14.961819807668
GLOBAL	I	2740001	2750000	-1.2669393853268	9393	4.9695702029352	14.419589045629	7.4589352514728
GLOBAL	I	2750001	2760000	-1.0976343167413	9475	4.6862198554099	12.992774265169	7.5676883303177
