chrom,x,window_start,window_stop,stat_type,stat
I,255000.5,250001,260000,theta,9.2148275550495e-4
I,265000.5,260001,270000,d,-1.6845942084144
I,265000.5,260001,270000,pi,2.6224675692076e-4
I,265000.5,260001,270000,theta,0.0015939883292852
I,275000.5,270001,280000,d,-1.3982846710149
I,275000.5,270001,280000,pi,2.3806838324499e-4
I,275000.5,270001,280000,theta,0.0013772266838523
I,285000.5,280001,290000,d,-1.4304181853882
I,285000.5,280001,290000,pi,3.8931174213352e-4
I,285000.5,280001,290000,theta,0.0017707036619064
I,295000.5,290001,300000,d,-1.4350972900859
I,295000.5,290001,300000,pi,3.0002912673422e-4
I,295000.5,290001,300000,theta,0.0014928149641171
I,305000.5,300001,310000,d,-1.4500559231907
I,305000.5,300001,310000,pi,2.712415468212e-4
I,305000.5,300001,310000,theta,0.0014093582161626
I,315000.5,310001,320000,d,-0.99322008170245
I,315000.5,310001,320000,pi,4.6040845799149e-4
I,315000.5,310001,320000,theta,0.0021139399748153
I,325000.5,320001,330000,d,-1.3272708407608
I,325000.5,320001,330000,pi,3.9155777658031e-4
I,325000.5,320001,330000,theta,0.0015224674600668
I,335000.5,330001,340000,d,-1.6746998974934
I,335000.5,330001,340000,pi,2.5125606707583e-4
I,335000.5,330001,340000,theta,0.0017147744148664
I,345000.5,340001,350000,d,-1.4683615846264
I,345000.5,340001,350000,pi,2.8448446799904e-4
I,345000.5,340001,350000,theta,0.001658852815742
I,355000.5,350001,360000,d,-1.4037599127839
I,355000.5,350001,360000,pi,4.3784153485358e-4
I,355000.5,350001,360000,theta,0.0016329008923654
I,365000.5,360001,370000,d,-1.5551586737333
I,365000.5,360001,370000,pi,4.2135872399653e-4
I,365000.5,360001,370000,theta,0.0019135845965165
I,375000.5,370001,380000,d,-1.4999831567558
I,375000.5,370001,380000,pi,2.8414836528035e-4
I,375000.5,370001,380000,theta,0.0015359190223959
I,385000.5,380001,390000,d,-1.5312330466803
I,385000.5,380001,390000,pi,4.2534308080441e-4
I,385000.5,380001,390000,theta,0.0021844072322818
I,395000.5,390001,400000,d,-1.4966265004004
I,395000.5,390001,400000,pi,0.0013267252051087
I,395000.5,390001,400000,theta,0.0046203049046487
I,405000.5,400001,410000,d,-1.5320427289297
I,405000.5,400001,410000,pi,0.0020067101305757
I,405000.5,400001,410000,theta,0.0063040499658645
I,415000.5,410001,420000,d,-1.5204033564498
I,415000.5,410001,420000,pi,0.0018796496536555
I,415000.5,410001,420000,theta,0.0058104785184926
I,425000.5,420001,430000,d,-1.3660173047669
I,425000.5,420001,430000,pi,0.0015908523207696
I,425000.5,420001,430000,theta,0.0045101859295931
I,435000.5,430001,440000,d,-1.5772000538799
I,435000.5,430001,440000,pi,0.0024775944005489
I,435000.5,430001,440000,theta,0.0080319577669082
I,445000.5,440001,450000,d,-1.3129509681695
I,445000.5,440001,450000,pi,8.3319757767388e-4
I,445000.5,440001,450000,theta,0.002539647123964
I,455000.5,450001,460000,d,-1.2397770058602
I,455000.5,450001,460000,pi,4.6606164496784e-4
I,455000.5,450001,460000,theta,0.001448799623044
I,465000.5,460001,470000,d,-1.297544998776
I,465000.5,460001,470000,pi,2.980470456412e-4
I,465000.5,460001,470000,theta,0.00128949244549
I,475000.5,470001,480000,d,-1.4816381813813
I,475000.5,470001,480000,pi,3.0680146606194e-4
I,475000.5,470001,480000,theta,0.0014218149864199
I,485000.5,480001,490000,d,-1.1937752143509
I,485000.5,480001,490000,pi,5.2840872297243e-4
I,485000.5,480001,490000,theta,0.0021941930817517
I,495000.5,490001,500000,d,-1.6172613981099
I,495000.5,490001,500000,pi,2.6772890168478e-4
I,495000.5,490001,500000,theta,0.0014793210462943
I,505000.5,500001,510000,d,-1.3217307563714
I,505000.5,500001,510000,pi,4.4589698897182e-4
I,505000.5,500001,510000,theta,0.0016497185658147
I,515000.5,510001,520000,d,-1.4080077095679
I,515000.5,510001,520000,pi,4.9208065443145e-4
I,515000.5,510001,520000,theta,0.0022295215537876
I,525000.5,520001,530000,d,-0.94077149417272
I,525000.5,520001,530000,pi,6.3473955112545e-4
I,525000.5,520001,530000,theta,0.0022431855455717
I,535000.5,530001,540000,d,-1.2888925631867
I,535000.5,530001,540000,pi,3.5447260626647e-4
I,535000.5,530001,540000,theta,0.0011028678054897
I,545000.5,540001,550000,d,-1.3222479216892
I,545000.5,540001,550000,pi,3.0226226118333e-4
I,545000.5,540001,550000,theta,0.0012436972911961
I,555000.5,550001,560000,d,-1.2554450203214
I,555000.5,550001,560000,pi,4.6652027057689e-4
I,555000.5,550001,560000,theta,0.0017824912259801
I,565000.5,560001,570000,d,-1.0301471777076
I,565000.5,560001,570000,pi,5.8217898480994e-4
I,565000.5,560001,570000,theta,0.0025025482853459
I,575000.5,570001,580000,d,-1.0745648514576
I,575000.5,570001,580000,pi,4.8669566278715e-4
I,575000.5,570001,580000,theta,0.0017259668916504
I,585000.5,580001,590000,d,-0.90380276049248
I,585000.5,580001,590000,pi,4.8315560150379e-4
I,585000.5,580001,590000,theta,0.0016217916780754
I,595000.5,590001,600000,d,-0.89272489606879
I,595000.5,590001,600000,pi,3.996594574841e-4
I,595000.5,590001,600000,theta,0.0016858202937884
I,605000.5,600001,610000,d,-1.0929116662907
I,605000.5,600001,610000,pi,7.0346288653932e-4
I,605000.5,600001,610000,theta,0.0032795150667899
I,615000.5,610001,620000,d,-0.72944798923812
I,615000.5,610001,620000,pi,3.2131683289883e-4
I,615000.5,610001,620000,theta,0.0021988791870137998
I,625000.5,620001,630000,d,-0.18582116932798
I,625000.5,620001,630000,pi,2.2098563803815e-4
I,625000.5,620001,630000,theta,0.0018393936879499
I,635000.5,630001,640000,d,-0.81379599136078
I,635000.5,630001,640000,pi,3.2625299996479e-4
I,635000.5,630001,640000,theta,0.0022381448548711
I,645000.5,640001,650000,d,-1.2204229055923
I,645000.5,640001,650000,pi,5.8061884293657e-4
I,645000.5,640001,650000,theta,0.0024546251999752
I,655000.5,650001,660000,d,-1.0997742569558
I,655000.5,650001,660000,pi,6.9851458883006e-4
I,655000.5,650001,660000,theta,0.0020565150958939
I,665000.5,660001,670000,d,-1.1064335556758
I,665000.5,660001,670000,pi,6.2029777238539e-4
I,665000.5,660001,670000,theta,0.0017182516568464
I,675000.5,670001,680000,d,-1.1557013382736
I,675000.5,670001,680000,pi,5.2846167642644e-4
I,675000.5,670001,680000,theta,0.0018590315507966
I,685000.5,680001,690000,d,-1.4124334420695
I,685000.5,680001,690000,pi,2.9964813973542e-4
I,685000.5,680001,690000,theta,0.0015382232423242
I,695000.5,690001,700000,d,-1.3399484386976
I,695000.5,690001,700000,pi,4.9473961592835e-4
I,695000.5,690001,700000,theta,0.0020314178701942
I,705000.5,700001,710000,d,-1.2251560906671
I,705000.5,700001,710000,pi,4.6221842652046e-4
I,705000.5,700001,710000,theta,0.0024766505412932
I,715000.5,710001,720000,d,-1.1962762016215
I,715000.5,710001,720000,pi,6.6315858441773e-4
I,715000.5,710001,720000,theta,0.0022184798070365
I,725000.5,720001,730000,d,-0.9813131428361
I,725000.5,720001,730000,pi,9.107228447409e-4
I,725000.5,720001,730000,theta,0.0022714182993712
I,735000.5,730001,740000,d,-0.88388697447881
I,735000.5,730001,740000,pi,0.0015810281269324
I,735000.5,730001,740000,theta,0.0030508283531598
I,745000.5,740001,750000,d,-0.99519532854516
I,745000.5,740001,750000,pi,0.001043343081354
I,745000.5,740001,750000,theta,0.0026008526678914
I,755000.5,750001,760000,d,-1.089474917822
I,755000.5,750001,760000,pi,0.0014205393493254
I,755000.5,750001,760000,theta,0.003540055625476
I,765000.5,760001,770000,d,-1.1726308272135
I,765000.5,760001,770000,pi,0.0011710447217825
I,765000.5,760001,770000,theta,0.0036487893715511
I,775000.5,770001,780000,d,-0.71962125340267
I,775000.5,770001,780000,pi,0.0015934650858517
I,775000.5,770001,780000,theta,0.0035028451261944
I,785000.5,780001,790000,d,-0.87867347657747
I,785000.5,780001,790000,pi,9.5833227921849e-4
I,785000.5,780001,790000,theta,0.00215913264848
I,795000.5,790001,800000,d,-0.80570496236628
I,795000.5,790001,800000,pi,8.991066261167e-4
I,795000.5,790001,800000,theta,0.0019098792178328
I,805000.5,800001,810000,d,-1.1251469748645
I,805000.5,800001,810000,pi,5.8210726655415e-4
I,805000.5,800001,810000,theta,0.0019769267890301
I,815000.5,810001,820000,d,-1.326345232409
I,815000.5,810001,820000,pi,0.0012552186272243
I,815000.5,810001,820000,theta,0.0035302460265595
I,825000.5,820001,830000,d,-1.2048560441929
I,825000.5,820001,830000,pi,9.7361057790022e-4
I,825000.5,820001,830000,theta,0.0029227462874606
I,835000.5,830001,840000,d,-1.0013949602674
I,835000.5,830001,840000,pi,0.001226023686834
I,835000.5,830001,840000,theta,0.0025756288967128
I,845000.5,840001,850000,d,-0.75111737061393
I,845000.5,840001,850000,pi,0.0015234196878294
I,845000.5,840001,850000,theta,0.0028806141431844
I,855000.5,850001,860000,d,-1.0189199822418
I,855000.5,850001,860000,pi,0.0010489364277043
I,855000.5,850001,860000,theta,0.0028083870171816
I,865000.5,860001,870000,d,-1.1213993806009
I,865000.5,860001,870000,pi,8.6634091725684e-4
I,865000.5,860001,870000,theta,0.0027700879852656
I,875000.5,870001,880000,d,-0.92530824892856
I,875000.5,870001,880000,pi,0.0013844558801746
I,875000.5,870001,880000,theta,0.0032225991868603
I,885000.5,880001,890000,d,-0.83434639106107
I,885000.5,880001,890000,pi,0.0019289145285967
I,885000.5,880001,890000,theta,0.0037843315824766
I,895000.5,890001,900000,d,-0.87945467195202
I,895000.5,890001,900000,pi,0.0012885314910442
I,895000.5,890001,900000,theta,0.0028494263159473
I,905000.5,900001,910000,d,-1.2467798196835
I,905000.5,900001,910000,pi,4.858998187963e-4
I,905000.5,900001,910000,theta,0.0018615698553657
I,915000.5,910001,920000,d,-0.82938642916129
I,915000.5,910001,920000,pi,0.0012258906213817
I,915000.5,910001,920000,theta,0.0024166189077483
I,925000.5,920001,930000,d,-0.66899204588222
I,925000.5,920001,930000,pi,0.0015140638139872
I,925000.5,920001,930000,theta,0.002771373835529
I,935000.5,930001,940000,d,-1.0255884780293
I,935000.5,930001,940000,pi,8.9959310838772e-4
I,935000.5,930001,940000,theta,0.0021276610489467
I,945000.5,940001,950000,d,-1.0483111352121
I,945000.5,940001,950000,pi,0.0010771522250346
I,945000.5,940001,950000,theta,0.0027488288534488
I,955000.5,950001,960000,d,-0.9964732864272
I,955000.5,950001,960000,pi,0.0012907532338119
I,955000.5,950001,960000,theta,0.0030928214946124
I,965000.5,960001,970000,d,-0.99988695173703
I,965000.5,960001,970000,pi,0.0013246904092095
I,965000.5,960001,970000,theta,0.0031451182418979
I,975000.5,970001,980000,d,-0.77441341496653
I,975000.5,970001,980000,pi,7.9898847799944e-4
I,975000.5,970001,980000,theta,0.0015537712887146
I,985000.5,980001,990000,d,-0.55672407539803
I,985000.5,980001,990000,pi,0.0020553063563385
I,985000.5,980001,990000,theta,0.0031828827306266
I,995000.5,990001,1000000,d,-0.99983224942888
I,995000.5,990001,1000000,pi,7.5187838687949e-4
I,995000.5,990001,1000000,theta,0.0020109986921823
I,1005000.5,1000001,1010000,d,-1.3622997477138
I,1005000.5,1000001,1010000,pi,0.0012256761009342
I,1005000.5,1000001,1010000,theta,0.0035511010021056
I,1015000.5,1010001,1020000,d,-1.1596196022834
I,1015000.5,1010001,1020000,pi,8.0406215081685e-4
I,1015000.5,1010001,1020000,theta,0.0023214010763237
I,1025000.5,1020001,1030000,d,-0.95954905737787
I,1025000.5,1020001,1030000,pi,8.6171529455201e-4
I,1025000.5,1020001,1030000,theta,0.0024158434178815
I,1035000.5,1030001,1040000,d,-1.1428383371937
I,1035000.5,1030001,1040000,pi,5.3904869088497e-4
I,1035000.5,1030001,1040000,theta,0.0018647622746511
I,1045000.5,1040001,1050000,d,-0.99661562915626
I,1045000.5,1040001,1050000,pi,7.2480239071697e-4
I,1045000.5,1040001,1050000,theta,0.0017926213147013
I,1055000.5,1050001,1060000,d,-1.1940989593133
I,1055000.5,1050001,1060000,pi,5.2509050765922e-4
I,1055000.5,1050001,1060000,theta,0.0018313547482554
I,1065000.5,1060001,1070000,d,-1.2179596174407
I,1065000.5,1060001,1070000,pi,0.0011726106262863
I,1065000.5,1060001,1070000,theta,0.0042195284692195
I,1075000.5,1070001,1080000,d,-1.0310977223373
I,1075000.5,1070001,1080000,pi,0.001941524371017
I,1075000.5,1070001,1080000,theta,0.005838121192964
I,1085000.5,1080001,1090000,d,-1.8092443009275
I,1085000.5,1080001,1090000,pi,5.7340060498058e-4
I,1085000.5,1080001,1090000,theta,0.005748072622905
I,1095000.5,1090001,1100000,d,-1.3735098009174
I,1095000.5,1090001,1100000,pi,0.0011122707794915
I,1095000.5,1090001,1100000,theta,0.0036649848789313
I,1105000.5,1100001,1110000,d,-1.2552353412661
I,1105000.5,1100001,1110000,pi,0.0010789161273274
I,1105000.5,1100001,1110000,theta,0.0038429124670142
I,1115000.5,1110001,1120000,d,-1.048791831675
I,1115000.5,1110001,1120000,pi,0.0011209978896037
I,1115000.5,1110001,1120000,theta,0.003254610357196
I,1125000.5,1120001,1130000,d,-1.1177490240045
I,1125000.5,1120001,1130000,pi,9.3374200740096e-4
I,1125000.5,1120001,1130000,theta,0.0027321253646232
I,1135000.5,1130001,1140000,d,-1.1292106311855
I,1135000.5,1130001,1140000,pi,0.0011637882825893
I,1135000.5,1130001,1140000,theta,0.003115534019533
I,1145000.5,1140001,1150000,d,0.99927492051102
I,1145000.5,1140001,1150000,pi,0.011018742813494
I,1145000.5,1140001,1150000,theta,0.0056550222469852
I,1155000.5,1150001,1160000,d,-0.96136046706258
I,1155000.5,1150001,1160000,pi,0.0024053811077913
I,1155000.5,1150001,1160000,theta,0.0056997194656592
I,1165000.5,1160001,1170000,d,-1.079902828229
I,1165000.5,1160001,1170000,pi,0.0013940404802417
I,1165000.5,1160001,1170000,theta,0.0039652641981153
I,1175000.5,1170001,1180000,d,-1.0198588352347
I,1175000.5,1170001,1180000,pi,0.0010085392024757
I,1175000.5,1170001,1180000,theta,0.0027148119140696
I,1185000.5,1180001,1190000,d,-1.2472029206117
I,1185000.5,1180001,1190000,pi,0.0019735015521264
I,1185000.5,1180001,1190000,theta,0.0058055242969641
I,1195000.5,1190001,1200000,d,-1.118070087583
I,1195000.5,1190001,1200000,pi,0.0011880852470384
I,1195000.5,1190001,1200000,theta,0.0032640471341931
I,1205000.5,1200001,1210000,d,-1.0368463747583
I,1205000.5,1200001,1210000,pi,0.0010383905781767
I,1205000.5,1200001,1210000,theta,0.0027868857193397
I,1215000.5,1210001,1220000,d,-1.3185414489801
I,1215000.5,1210001,1220000,pi,6.8016474558077e-4
I,1215000.5,1210001,1220000,theta,0.0026692737065365
I,1225000.5,1220001,1230000,d,-0.87019120274656
I,1225000.5,1220001,1230000,pi,0.0011407561464089
I,1225000.5,1220001,1230000,theta,0.0027944210169728
I,1235000.5,1230001,1240000,d,-1.0276812741703
I,1235000.5,1230001,1240000,pi,8.0631138083298e-4
I,1235000.5,1230001,1240000,theta,0.0023511835029344
I,1245000.5,1240001,1250000,d,-1.1185797713105
I,1245000.5,1240001,1250000,pi,6.4672295026899e-4
I,1245000.5,1240001,1250000,theta,0.0019059388499113
I,1255000.5,1250001,1260000,d,0.044465859741858
I,1255000.5,1250001,1260000,pi,0.0081609244194216
I,1255000.5,1250001,1260000,theta,0.0080410693556914
I,1265000.5,1260001,1270000,d,-0.99834527900886
I,1265000.5,1260001,1270000,pi,0.0012014282609574
I,1265000.5,1260001,1270000,theta,0.0026743415562347
I,1275000.5,1270001,1280000,d,-1.1628594670846
I,1275000.5,1270001,1280000,pi,6.96970274518e-4
I,1275000.5,1270001,1280000,theta,0.0020635792660438
I,1285000.5,1280001,1290000,d,-0.87243142065323
I,1285000.5,1280001,1290000,pi,0.001134464441629
I,1285000.5,1280001,1290000,theta,0.0022904529075126
I,1295000.5,1290001,1300000,d,-1.0574839521009
I,1295000.5,1290001,1300000,pi,9.4278358147483e-4
I,1295000.5,1290001,1300000,theta,0.0025457976207728
I,1305000.5,1300001,1310000,d,-1.3108290982712
I,1305000.5,1300001,1310000,pi,0.0010159212300689
I,1305000.5,1300001,1310000,theta,0.0028786399726435
I,1315000.5,1310001,1320000,d,-0.63220350038977
I,1315000.5,1310001,1320000,pi,0.0019759492806738
I,1315000.5,1310001,1320000,theta,0.0033165657492982
I,1325000.5,1320001,1330000,d,-0.92135805518764
I,1325000.5,1320001,1330000,pi,0.0010382074673661
I,1325000.5,1320001,1330000,theta,0.0022329784898907
I,1335000.5,1330001,1340000,d,-1.0110114427133
I,1335000.5,1330001,1340000,pi,0.0010020941529434
I,1335000.5,1330001,1340000,theta,0.0024273564178071
I,1345000.5,1340001,1350000,d,-1.6387407279671
I,1345000.5,1340001,1350000,pi,4.2906000240709e-4
I,1345000.5,1340001,1350000,theta,0.0026996215361236
I,1355000.5,1350001,1360000,d,-1.1759617311089
I,1355000.5,1350001,1360000,pi,0.0017471694243105
I,1355000.5,1350001,1360000,theta,0.0050728814122796
I,1365000.5,1360001,1370000,d,-1.0280549306684
I,1365000.5,1360001,1370000,pi,8.2769653525889e-4
I,1365000.5,1360001,1370000,theta,0.0018573948301319
I,1375000.5,1370001,1380000,d,-0.96915555294902
I,1375000.5,1370001,1380000,pi,6.6818348421382e-4
I,1375000.5,1370001,1380000,theta,0.0020336460389825
I,1385000.5,1380001,1390000,d,-0.99409309359934
I,1385000.5,1380001,1390000,pi,0.0010367772871662
I,1385000.5,1380001,1390000,theta,0.0029144463292047
I,1395000.5,1390001,1400000,d,-0.98950908249769
I,1395000.5,1390001,1400000,pi,0.001047948928151
I,1395000.5,1390001,1400000,theta,0.0026986153353287
I,1405000.5,1400001,1410000,d,-0.39028341728652
I,1405000.5,1400001,1410000,pi,0.0018970073938148
I,1405000.5,1400001,1410000,theta,0.0029921823988727
I,1415000.5,1410001,1420000,d,-0.85910967975916
I,1415000.5,1410001,1420000,pi,8.2071896693366e-4
I,1415000.5,1410001,1420000,theta,0.0016132265805254
I,1425000.5,1420001,1430000,d,-1.1714797647235
I,1425000.5,1420001,1430000,pi,6.9064808308993e-4
I,1425000.5,1420001,1430000,theta,0.0019777640431989
I,1435000.5,1430001,1440000,d,-0.87763563967055
I,1435000.5,1430001,1440000,pi,0.0012890689588311
I,1435000.5,1430001,1440000,theta,0.0026998804327015
I,1445000.5,1440001,1450000,d,-1.0046653361789
I,1445000.5,1440001,1450000,pi,9.2330921935042e-4
I,1445000.5,1440001,1450000,theta,0.0025338831422765
I,1455000.5,1450001,1460000,d,-0.94620278688186
I,1455000.5,1450001,1460000,pi,0.0010926657365218
I,1455000.5,1450001,1460000,theta,0.0028175922925927
I,1465000.5,1460001,1470000,d,-0.96909215977764
I,1465000.5,1460001,1470000,pi,0.0019344907439064
I,1465000.5,1460001,1470000,theta,0.0047458844573855
I,1475000.5,1470001,1480000,d,-0.68991222407027
I,1475000.5,1470001,1480000,pi,0.0011780914207007
I,1475000.5,1470001,1480000,theta,0.0028859655831886
I,1485000.5,1480001,1490000,d,-1.3288281090317
I,1485000.5,1480001,1490000,pi,0.0016005032912848
I,1485000.5,1480001,1490000,theta,0.0053086337721798
I,1495000.5,1490001,1500000,d,-1.2802616694651
I,1495000.5,1490001,1500000,pi,0.0013042284740446
I,1495000.5,1490001,1500000,theta,0.004246492694286
I,1505000.5,1500001,1510000,d,-1.1715821507259
I,1505000.5,1500001,1510000,pi,7.3571578077959e-4
I,1505000.5,1500001,1510000,theta,0.0025730933389315
I,1515000.5,1510001,1520000,d,-0.60956068592206
I,1515000.5,1510001,1520000,pi,0.0037424253942769
I,1515000.5,1510001,1520000,theta,0.0056821885769363
I,1525000.5,1520001,1530000,d,-0.26335412412384
I,1525000.5,1520001,1530000,pi,0.0073882328767444
I,1525000.5,1520001,1530000,theta,0.0084000859047046
I,1535000.5,1530001,1540000,d,-0.8581697814261
I,1535000.5,1530001,1540000,pi,7.6492593820428e-4
I,1535000.5,1530001,1540000,theta,0.0014804703286532
I,1545000.5,1540001,1550000,d,-0.25358343209012
I,1545000.5,1540001,1550000,pi,0.0027447845623774
I,1545000.5,1540001,1550000,theta,0.0033176726485506
I,1555000.5,1550001,1560000,d,-1.4818230499167
I,1555000.5,1550001,1560000,pi,6.5329823488508e-4
I,1555000.5,1550001,1560000,theta,0.0032105500413436
I,1565000.5,1560001,1570000,d,-1.2655059968359
I,1565000.5,1560001,1570000,pi,6.7671524297457e-4
I,1565000.5,1560001,1570000,theta,0.0022732426974357
I,1575000.5,1570001,1580000,d,-1.370894145416
I,1575000.5,1570001,1580000,pi,5.2102428396108e-4
I,1575000.5,1570001,1580000,theta,0.0020971793274206
I,1585000.5,1580001,1590000,d,-1.0542472676067
I,1585000.5,1580001,1590000,pi,5.8334103286078e-4
I,1585000.5,1580001,1590000,theta,0.0013626736036139
I,1595000.5,1590001,1600000,d,-1.0330217235327
I,1595000.5,1590001,1600000,pi,8.2147135414555e-4
I,1595000.5,1590001,1600000,theta,0.0019722319097817
I,1605000.5,1600001,1610000,d,-1.0866839780999
I,1605000.5,1600001,1610000,pi,7.5499041851782e-4
I,1605000.5,1600001,1610000,theta,0.0019124221796355
I,1615000.5,1610001,1620000,d,-1.1383897175903
I,1615000.5,1610001,1620000,pi,8.5983810927577e-4
I,1615000.5,1610001,1620000,theta,0.0023051042332888
I,1625000.5,1620001,1630000,d,-1.0859186422805
I,1625000.5,1620001,1630000,pi,0.0010840895405789
I,1625000.5,1620001,1630000,theta,0.0031524697924496
I,1635000.5,1630001,1640000,d,-0.78382739668692
I,1635000.5,1630001,1640000,pi,0.0011143519189589
I,1635000.5,1630001,1640000,theta,0.0021204415395853
I,1645000.5,1640001,1650000,d,-0.68045466342806
I,1645000.5,1640001,1650000,pi,0.0012086778687999
I,1645000.5,1640001,1650000,theta,0.0021760124800232
I,1655000.5,1650001,1660000,d,-0.69575612406112
I,1655000.5,1650001,1660000,pi,0.001581113073858
I,1655000.5,1650001,1660000,theta,0.0030717581197042
I,1665000.5,1660001,1670000,d,-0.93532589993297
I,1665000.5,1660001,1670000,pi,7.6313571459649e-4
I,1665000.5,1660001,1670000,theta,0.0023848641414611
I,1675000.5,1670001,1680000,d,-0.59193778532085
I,1675000.5,1670001,1680000,pi,0.0020053861818679
I,1675000.5,1670001,1680000,theta,0.0031342141275293
I,1685000.5,1680001,1690000,d,-1.3063286633039
I,1685000.5,1680001,1690000,pi,7.1121323949077e-4
I,1685000.5,1680001,1690000,theta,0.0021076258923241
I,1695000.5,1690001,1700000,d,-0.83268825602839
I,1695000.5,1690001,1700000,pi,0.0015263914059786
I,1695000.5,1690001,1700000,theta,0.0031070639567923
I,1705000.5,1700001,1710000,d,-0.57085725064609
I,1705000.5,1700001,1710000,pi,0.0014861845162371
I,1705000.5,1700001,1710000,theta,0.0022490490027231
I,1715000.5,1710001,1720000,d,-0.79953089067945
I,1715000.5,1710001,1720000,pi,0.0010362678193798
I,1715000.5,1710001,1720000,theta,0.0020634608886252
I,1725000.5,1720001,1730000,d,-0.52224450765946
I,1725000.5,1720001,1730000,pi,0.0026335955327691
I,1725000.5,1720001,1730000,theta,0.0039629606562144
I,1735000.5,1730001,1740000,d,-0.83534270552199
I,1735000.5,1730001,1740000,pi,0.0012474493563977
I,1735000.5,1730001,1740000,theta,0.0029765914114747
I,1745000.5,1740001,1750000,d,-0.70583185902794
I,1745000.5,1740001,1750000,pi,0.0015895724033329
I,1745000.5,1740001,1750000,theta,0.002587128746302
I,1755000.5,1750001,1760000,d,-0.90902118451846
I,1755000.5,1750001,1760000,pi,6.6723675129084e-4
I,1755000.5,1750001,1760000,theta,0.0013034623341541
I,1765000.5,1760001,1770000,d,-1.3034471403432
I,1765000.5,1760001,1770000,pi,5.1686112424884e-4
