pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Tw1	LAC	I	580001	590000	0.0523796931468778	52	40408	771444	132316
Tw1	LAC	I	590001	600000	0.0669066015100486	43	48632	726864	124756
Tw1	LAC	I	600001	610000	0.0740121592530969	61	75088	1014536	167304
Tw1	LAC	I	610001	620000	0.0165941017004846	18	3232	194768	396152
Tw1	LAC	I	620001	630000	0.0044476623913942	5	172	38672	100368
Tw1	LAC	I	630001	640000	0.0180616740088105	4	328	18160	642280
Tw1	LAC	I	640001	650000	0.0604226299910811	74	75064	1242316	61184
Tw1	LAC	I	650001	660000	0.1036281126444489	71	124864	1204924	29056
Tw1	LAC	I	660001	670000	0.09717418205008	55	92036	947124	8776
Tw1	LAC	I	670001	680000	0.0888395144821678	61	92924	1045976	14204
Tw1	LAC	I	680001	690000	0.0766435579724994	47	61336	800276	16584
Tw1	LAC	I	690001	700000	0.0323535713590058	72	39864	1232136	19224
Tw1	LAC	I	700001	710000	0.0745304353660413	63	75536	1013492	220488
Tw1	LAC	I	710001	720000	0.076571258426266	68	88464	1155316	26524
Tw1	LAC	I	720001	730000	0.1628834227507085	90	249196	1529904	34296
Tw1	LAC	I	730001	740000	0.2117966104662743	107	387060	1827508	32152
Tw1	LAC	I	740001	750000	0.1694965733365542	71	204880	1208756	25224
Tw1	LAC	I	750001	760000	0.207807773900695	108	382816	1842164	34876
Tw1	LAC	I	760001	770000	0.1661662093109013	98	277576	1670472	32768
Tw1	LAC	I	770001	780000	0.2081501405004534	122	373632	1795012	481768
Tw1	LAC	I	780001	790000	0.2225644606987301	64	242208	1088260	76200
Tw1	LAC	I	790001	800000	0.2518934161127273	57	247980	984464	6196
Tw1	LAC	I	800001	810000	0.1447631197272403	62	152512	1053528	24032
Tw1	LAC	I	810001	820000	0.1286893981389621	114	251648	1955468	25852
Tw1	LAC	I	820001	830000	0.1979746925104604	92	313036	1581192	17768
Tw1	LAC	I	830001	840000	0.199554140810049	87	297904	1492848	19212
Tw1	LAC	I	840001	850000	0.3286795848306139	85	458792	1395864	81436
Tw1	LAC	I	850001	860000	0.1934814770978814	79	261556	1351840	21180
Tw1	LAC	I	860001	870000	0.0993444771259752	81	137668	1385764	56776
Tw1	LAC	I	870001	880000	0.2032902692212156	87	297904	1465412	46648
Tw1	LAC	I	880001	890000	0.1795378608931915	114	352068	1960968	20352
Tw1	LAC	I	890001	900000	0.1451517274834258	101	247756	1706876	48504
Tw1	LAC	I	900001	910000	0.1112648102483911	59	111000	997620	27800
Tw1	LAC	I	910001	920000	0.2852057746637432	88	425616	1492312	37128
Tw1	LAC	I	920001	930000	0.4907786778788708	68	566816	1154932	26908
Tw1	LAC	I	930001	940000	0.1583107639982364	90	241296	1524192	40008
Tw1	LAC	I	940001	950000	0.1857087822309603	88	279592	1505540	23900
Tw1	LAC	I	950001	960000	0.1589027887490352	108	280820	1767244	248836
Tw1	LAC	I	960001	970000	0.1684532891534443	109	308692	1832508	61912
Tw1	LAC	I	970001	980000	0.2067011527082826	66	234476	1134372	12708
Tw1	LAC	I	980001	990000	0.3004190144503094	95	485816	1617128	51352
Tw1	LAC	I	990001	1000000	0.194431989956701	73	242844	1248992	19748
Tw1	LAC	I	1000001	1010000	0.0101684674666889	36	6328	622316	3364
Tw1	LAC	I	1010001	1020000	0.060688568050729	71	74536	1228172	5808
Tw1	LAC	I	1020001	1030000	0.1043216048996937	61	106832	1024064	36116
Tw1	LAC	I	1030001	1040000	0.0205039717701192	60	21104	1029264	13536
Tw1	LAC	I	1040001	1050000	0.0947702368041954	58	93680	988496	19544
Tw1	LAC	I	1050001	1060000	0.0635466650808971	51	55568	874444	29316
Tw1	LAC	I	1060001	1070000	0.0653320796649286	70	76432	1169900	81460
Tw1	LAC	I	1070001	1080000	0.0910062423113193	151	223116	2451656	190104
Tw1	LAC	I	1080001	1090000	0.1074986925789091	71	127444	1185540	48440
Tw1	LAC	I	1090001	1100000	0.1490949111115612	103	264984	1777284	12856
Tw1	LAC	I	1100001	1110000	0.1613797775166968	90	243952	1511664	87296
Tw1	LAC	I	1110001	1120000	0.1476288331764487	90	222704	1508540	55660
Tw1	LAC	I	1120001	1130000	0.1615033038209407	90	247352	1531560	32640
Tw1	LAC	I	1130001	1140000	0.1243484578111003	101	211560	1701348	54032
Tw1	LAC	I	1140001	1150000	0.6964053544070935	255	2354644	3381140	1641680
Tw1	LAC	I	1150001	1160000	0.1470055574665246	57	141888	965188	25472
Tw1	LAC	I	1160001	1170000	0.1486685601837939	49	122692	825272	26348
Tw1	LAC	I	1170001	1180000	0.4267504880788162	104	679368	1591956	302464
Tw1	LAC	I	1180001	1190000	0.8180182457453299	298	3287900	4019348	1281552
Tw1	LAC	I	1190001	1200000	0.1784337494626859	105	313820	1758748	66152
Tw1	LAC	I	1200001	1210000	0.2186690999896122	115	429432	1963844	34856
Tw1	LAC	I	1210001	1220000	0.1338742344775226	97	222884	1664876	20984
Tw1	LAC	I	1220001	1230000	0.1376059132072088	87	196444	1427584	84476
Tw1	LAC	I	1230001	1240000	0.1944867742472134	73	233812	1202200	66540
Tw1	LAC	I	1240001	1250000	0.1745102102089403	55	165072	945916	9984
Tw1	LAC	I	1250001	1260000	0.5247001373504271	195	1463884	2789944	1294356
Tw1	LAC	I	1260001	1270000	0.1416873594265934	88	213176	1504552	24888
Tw1	LAC	I	1270001	1280000	0.1206382708113478	68	140380	1163644	18196
Tw1	LAC	I	1280001	1290000	0.2259481440405975	70	268928	1190220	43760
Tw1	LAC	I	1290001	1300000	0.1225921197951777	84	170940	1394380	135060
Tw1	LAC	I	1300001	1310000	0.1273952495329597	52	114564	899280	4480
Tw1	LAC	I	1310001	1320000	0.1968518193808082	126	413140	2098736	91144
Tw1	LAC	I	1320001	1330000	0.2248965018588074	73	281180	1250264	18476
Tw1	LAC	I	1330001	1340000	0.1411900843834299	62	150320	1064664	12896
Tw1	LAC	I	1340001	1350000	0.0634400418589164	49	53348	840920	10700
Tw1	LAC	I	1350001	1360000	0.1612386776668782	97	268296	1663968	21892
Tw1	LAC	I	1360001	1370000	0.1114366240145908	73	140284	1258868	9872
Tw1	LAC	I	1370001	1380000	0.1120778883536868	66	122576	1093668	53412
Tw1	LAC	I	1380001	1390000	0.1120543337247522	93	174820	1560136	56204
Tw1	LAC	I	1390001	1400000	0.2308247250820586	83	321236	1391688	50852
Tw1	LAC	I	1400001	1410000	0.201760305362473	120	389880	1932392	153208
Tw1	LAC	I	1410001	1420000	0.1603078379231081	62	170724	1064976	12584
Tw1	LAC	I	1420001	1430000	0.1115984796240758	58	111336	997648	10392
Tw1	LAC	I	1430001	1440000	0.179205169014419	89	271584	1515492	48708
Tw1	LAC	I	1440001	1450000	0.1072535051257033	88	160492	1496380	33060
Tw1	LAC	I	1450001	1460000	0.1748433168689539	97	283328	1620468	65392
Tw1	LAC	I	1460001	1470000	0.167270976238994	73	209812	1254324	14416
Tw1	LAC	I	1470001	1480000	0.1909328516888614	57	159836	837132	761828
Tw1	LAC	I	1480001	1490000	0.1597971022378607	77	211448	1323228	32412
Tw1	LAC	I	1490001	1500000	0.1005741047394644	65	110296	1096664	33036
Tw1	LAC	I	1500001	1510000	0.0734131694993477	88	110076	1499404	30036
Tw1	LAC	I	1510001	1520000	0.052141895873481	235	209532	4018496	65804
Tw1	LAC	I	1520001	1530000	0.2088702555385682	49	175964	842456	9164
Tw1	LAC	I	1530001	1540000	0.1815155298301365	61	191920	1057320	2860
Tw1	LAC	I	1540001	1550000	0.0883491187625065	163	246188	2786536	46404
Tw1	LAC	I	1550001	1560000	0.068149372958625	148	173764	2549752	39868
Tw1	LAC	I	1560001	1570000	0.1588838077461502	63	170244	1071500	58200
Tw1	LAC	I	1570001	1580000	0.1292793295609689	55	120448	931688	24212
Tw1	LAC	I	1580001	1590000	0.2483769108186271	47	201996	813264	3596
Tw1	LAC	I	1590001	1600000	0.1662910122687128	58	166444	1000920	7120
Tw1	LAC	I	1600001	1610000	0.1493577409121639	45	114880	769160	12940
Tw1	LAC	I	1610001	1620000	0.154694209121504	60	159960	1034040	8760
Tw1	LAC	I	1620001	1630000	0.1847529315017663	94	294760	1595428	38292
Tw1	LAC	I	1630001	1640000	0.2569722494453168	64	282136	1097924	14396
Tw1	LAC	I	1640001	1650000	0.2908893083330733	60	298364	1025696	104004
Tw1	LAC	I	1650001	1660000	0.2598847163988822	98	420744	1618964	119036
Tw1	LAC	I	1660001	1670000	0.1379333311132571	65	149112	1081044	66036
Tw1	LAC	I	1670001	1680000	0.3168609889713832	107	562664	1775744	83916
Tw1	LAC	I	1680001	1690000	0.1283921056450442	70	155716	1212816	3784
Tw1	LAC	I	1690001	1700000	0.3015988093453839	67	346116	1147604	712056
Tw1	LAC	I	1700001	1710000	0.3361901393790272	95	536152	1594788	143212
Tw1	LAC	I	1710001	1720000	0.23663379203789	82	327752	1385060	40100
Tw1	LAC	I	1720001	1730000	0.2190989108722198	170	620808	2833460	155900
Tw1	LAC	I	1730001	1740000	0.1578487899951275	108	279900	1773216	103824
Tw1	LAC	I	1740001	1750000	0.3405986963754096	98	572496	1680852	22388
Tw1	LAC	I	1750001	1760000	0.2056808478577527	46	163796	796360	3120
Tw1	LAC	I	1760001	1770000	0.1294562560531292	55	123508	954052	1848
Tw1	LAC	I	1770001	1780000	0.1559446080314087	66	175404	1124784	22296
Tw1	LAC	I	1780001	1790000	0.1473202979116138	59	137276	931820	93600
Tw1	LAC	I	1790001	1800000	0.0032154340836012	1	24	7464	9916
Tw1	LAC	I	1800001	1810000	0.1128163987938808	84	163128	1445960	13960
Tw1	LAC	I	1810001	1820000	0.0662605725291397	104	116696	1761168	46352
Tw1	LAC	I	1820001	1830000	0.0241420742607625	80	32952	1364920	25480
Tw1	LAC	I	1830001	1840000	0.0419669976450962	55	39848	949508	6392
Tw1	LAC	I	1840001	1850000	0.0772111518410938	73	97396	1261424	7316
Tw1	LAC	I	1850001	1860000	0.0395495482857303	66	45108	1140544	6536
Tw1	LAC	I	1860001	1870000	0.0111778006166495	57	10876	973000	17660
Tw1	LAC	I	1870001	1880000	0.082427592908172	63	89580	1086772	8168
Tw1	LAC	I	1880001	1890000	0.0577414091162623	71	66668	1154596	79384
Tw1	LAC	I	1890001	1900000	0.036058547833279	93	57548	1595960	20380
Tw1	LAC	I	1900001	1910000	0.0467283843892931	90	71352	1526952	37248
Tw1	LAC	I	1910001	1920000	0.0636983003085484	52	57144	897104	6656
Tw1	LAC	I	1920001	1930000	0.0379900412001112	92	60120	1582520	16440
Tw1	LAC	I	1930001	1940000	0.0823571880898553	76	107684	1307524	13356
Tw1	LAC	I	1940001	1950000	0.0506948588146979	48	42140	831248	2992
Tw1	LAC	I	1950001	1960000	0.0360221965586618	65	39676	1101432	28268
Tw1	LAC	I	1960001	1970000	0.1015333314773743	76	131296	1293132	27748
Tw1	LAC	I	1970001	1980000	0.8214046394160818	314	3692112	4494876	1049344
Tw1	LAC	I	1980001	1990000	0.303508688546766	64	332064	1094084	35616
Tw1	LAC	I	1990001	2000000	0.0316533005164991	102	55352	1748696	24064
Tw1	LAC	I	2000001	2010000	0.0877760979387145	34	47608	542380	48540
Tw1	LAC	I	2010001	2020000	0.0209974969871141	55	19932	949256	6644
Tw1	LAC	I	2020001	2030000	0.0871826908426024	77	114436	1312600	25660
Tw1	LAC	I	2030001	2040000	0.0834013203445067	54	75648	907036	31484
Tw1	LAC	I	2040001	2050000	0.0468366164542294	50	40420	863000	6000
Tw1	LAC	I	2050001	2060000	0.0972902122215114	68	111932	1150496	31344
Tw1	LAC	I	2060001	2070000	0.0939600904943494	90	140544	1495784	68416
Tw1	LAC	I	2070001	2080000	0.0251872744366602	77	33220	1318920	19340
Tw1	LAC	I	2080001	2090000	0.0169133456672833	56	16236	959952	13328
Tw1	LAC	I	2090001	2100000	0.0405320199710446	87	59912	1478140	68680
Tw1	LAC	I	2100001	2110000	0.0678213237769974	77	90236	1330496	25144
Tw1	LAC	I	2110001	2120000	0.1305122254007664	47	106392	815188	1672
Tw1	LAC	I	2120001	2130000	0.0938711871812823	49	75620	805572	46048
Tw1	LAC	I	2130001	2140000	0.0907460761993028	58	90080	992660	15380
Tw1	LAC	I	2140001	2150000	0.0043114379913771	40	2992	693968	1232
Tw1	LAC	I	2150001	2160000	0.0175847349534871	84	24816	1411224	48696
Tw1	LAC	I	2160001	2170000	0.0491751717055009	73	61288	1246320	22420
Tw1	LAC	I	2170001	2180000	0.1464131611526368	91	226124	1544424	37156
Tw1	LAC	I	2180001	2190000	0.0527488855869242	41	37488	710688	1892
Tw1	LAC	I	2190001	2200000	0.0740928757523507	80	101584	1371036	19364
Tw1	LAC	I	2200001	2210000	0.0476619706898123	46	37648	789896	9584
Tw1	LAC	I	2210001	2220000	0.0054360956752838	21	1980	364232	748
Tw1	LAC	I	2220001	2230000	0.0245784458304583	52	21800	886956	16804
Tw1	LAC	I	2230001	2240000	0.038512118756896	58	37836	982444	25596
Tw1	LAC	I	2240001	2250000	0.0814541036695764	60	82600	1014068	28732
Tw1	LAC	I	2250001	2260000	0.0426631722921868	77	56520	1324796	13464
Tw1	LAC	I	2260001	2270000	0.0293492710972741	41	20664	704072	8508
Tw1	LAC	I	2270001	2280000	0.1069042852385747	58	106584	997004	11036
Tw1	LAC	I	2280001	2290000	0.134197447988751	85	194312	1447956	29344
Tw1	LAC	I	2290001	2300000	0.2185772627979865	64	230140	1052900	59420
Tw1	LAC	I	2300001	2310000	0.0665451744945427	84	94356	1417924	41996
Tw1	LAC	I	2310001	2320000	0.1238855717323736	91	193872	1564928	16652
Tw1	LAC	I	2320001	2330000	0.0917773060931291	93	147184	1603708	12632
Tw1	LAC	I	2330001	2340000	0.1448930942164521	63	158032	1090680	4260
Tw1	LAC	I	2340001	2350000	0.1367113064232	61	144348	1055860	4320
Tw1	LAC	I	2350001	2360000	0.1053526868054371	60	108756	1032304	10496
Tw1	LAC	I	2360001	2370000	0.1979164569992495	85	275320	1391092	86208
Tw1	LAC	I	2370001	2380000	0.1296767560394047	65	142272	1097128	32572
Tw1	LAC	I	2380001	2390000	0.1098661852166525	57	107588	979264	11396
Tw1	LAC	I	2390001	2400000	0.0972700033292642	86	140240	1441760	52920
Tw1	LAC	I	2400001	2410000	0.1047568445736414	92	164040	1565912	33048
Tw1	LAC	I	2410001	2420000	0.0936335117180291	103	162368	1734080	56060
Tw1	LAC	I	2420001	2430000	0.2463408729947866	80	333784	1354968	52812
Tw1	LAC	I	2430001	2440000	0.1826640301335547	53	159256	871852	101428
Tw1	LAC	I	2440001	2450000	0.1960328918460862	74	249840	1274480	11640
Tw1	LAC	I	2450001	2460000	0.2653194570989861	67	292364	1101932	97288
Tw1	LAC	I	2460001	2470000	0.2089271488595278	87	313664	1501308	10752
Tw1	LAC	I	2470001	2480000	0.0884218808460065	84	128564	1453984	5936
Tw1	LAC	I	2480001	2490000	0.2653501961498234	65	297344	1120572	9128
Tw1	LAC	I	2490001	2500000	0.2039219151073248	51	175412	860192	43568
Tw1	LAC	I	2500001	2510000	0.1277689622342113	40	88572	693220	1980
Tw1	LAC	I	2510001	2520000	0.2601827676240208	39	175384	674080	3740
Tw1	LAC	I	2520001	2530000	0.1528505207392691	62	162496	1063104	14456
Tw1	LAC	I	2530001	2540000	0.1745842199863644	59	169008	968060	144260
Tw1	LAC	I	2540001	2550000	0.096540678376869	44	73296	759224	40256
Tw1	LAC	I	2550001	2560000	0.2085750480696302	57	203500	975668	14992
Tw1	LAC	I	2560001	2570000	0.1819580775417747	57	177364	974752	15908
Tw1	LAC	I	2570001	2580000	0.1729544327808074	89	256764	1484576	131764
Tw1	LAC	I	2580001	2590000	0.2298519321540875	71	273088	1188104	132776
Tw1	LAC	I	2590001	2600000	0.1156524768341113	87	165996	1435300	76760
Tw1	LAC	I	2600001	2610000	0.0846667803494194	75	109232	1290140	13360
Tw1	LAC	I	2610001	2620000	0.0996683516542298	52	89436	897336	6424
Tw1	LAC	I	2620001	2630000	0.0330747772955081	110	62272	1882764	29036
Tw1	LAC	I	2630001	2640000	0.0123911662444677	354	75212	6069808	134852
Tw1	LAC	I	2640001	2650000	0.0851414690455199	112	161088	1892004	1079976
Tw1	LAC	I	2650001	2660000	0.0758420151870129	70	91288	1203660	12940
Tw1	LAC	I	2660001	2670000	0.2191367152093055	98	364576	1663692	39548
Tw1	LAC	I	2670001	2680000	0.0706122213693443	77	93096	1318412	19848
Tw1	LAC	I	2680001	2690000	0.1136036642169547	90	175604	1545760	18440
Tw1	LAC	I	2690001	2700000	0.0858119075675189	49	72532	845244	6376
Tw1	LAC	I	2700001	2710000	0.0770139670720424	42	55272	717688	12272
Tw1	LAC	I	2710001	2720000	0.2737761117207757	48	225528	823768	10472
Tw1	LAC	I	2720001	2730000	0.14973931092761	59	146012	975108	119832
Tw1	LAC	I	2730001	2740000	0.074360592485237	102	123960	1667012	157888
Tw1	LAC	I	2740001	2750000	0.160115348686081	57	157688	984840	5820
Tw1	LAC	I	2750001	2760000	0.0917147669113919	57	89744	978512	12148
Tw1	LAC	I	2760001	2770000	0.1134145917977567	73	143704	1267068	1672
Tw1	LAC	I	2770001	2780000	0.1573363051570593	70	190876	1213172	3428
Tw1	LAC	I	2780001	2790000	0.1954893549569542	47	157860	807512	9348
Tw1	LAC	I	2790001	2800000	0.1403845970259442	74	176464	1257004	29116
Tw1	LAC	I	2800001	2810000	0.0733708515226424	60	72540	988676	54124
Tw1	LAC	I	2810001	2820000	0.1915247134949715	48	157228	820928	13312
Tw1	LAC	I	2820001	2830000	0.0494914853358562	43	36828	744128	20592
Tw1	LAC	I	2830001	2840000	0.0847164570394182	37	54288	640820	2240
Tw1	LAC	I	2840001	2850000	0.2917055607414321	38	192500	659912	528
Tw1	LAC	I	2850001	2860000	0.1867904189604135	100	311216	1666124	332576
Tw1	LAC	I	2860001	2870000	0.1436327836768193	59	145604	1013724	11696
Tw1	LAC	I	2870001	2880000	0.1181232930159968	26	53284	451088	792
Tw1	LAC	I	2880001	2890000	0.128810693717969	48	107272	832788	1452
Tw1	LAC	I	2890001	2900000	0.0402079316380275	58	39788	989556	35864
Tw1	LAC	I	2900001	2910000	0.0107369996258885	46	8036	748440	51040
Tw1	LAC	I	2910001	2920000	0.0490746562423115	43	35904	731620	15720
Tw1	LAC	I	2920001	2930000	0.0040907136461	59	4148	1014004	11416
Tw1	LAC	I	2930001	2940000	0.0362496673664291	44	24520	676420	88300
Tw1	LAC	I	2940001	2950000	0.0314460911382448	53	28144	894992	60908
Tw1	LAC	I	2950001	2960000	0.0092825563730092	68	10876	1171660	10180
Tw1	LAC	I	2960001	2970000	0.0087279819589199	38	5728	656280	4160
Tw1	LAC	I	2970001	2980000	0.0323678921858375	39	21904	676720	1100
Tw1	LAC	I	2980001	2990000	0.0048047268123234	57	4736	985696	4964
Tw1	LAC	I	2990001	3000000	0.0232930396864823	55	21944	942084	13816
Tw1	LAC	I	3000001	3010000	0.0298162136130697	45	22784	764148	17952
Tw1	LAC	I	3010001	3020000	0.0506515714369951	43	37796	746196	1144
Tw1	LAC	I	3020001	3030000	0.0302742181633196	39	19996	660496	34704
Tw1	LAC	I	3030001	3040000	0.0610951458040945	42	43880	718224	11736
Tw1	LAC	I	3040001	3050000	0.0940041889925388	55	89404	951064	4836
Tw1	LAC	I	3050001	3060000	0.1169938840727965	53	107048	914988	6152
Tw1	LAC	I	3060001	3070000	0.2720684157124221	49	225240	827880	41120
Tw1	LAC	I	3070001	3080000	0.1089260315115406	76	142748	1310504	10376
Tw1	LAC	I	3080001	3090000	0.1373832898149095	52	123540	899236	4524
Tw1	LAC	I	3090001	3100000	0.3829456456500417	80	523188	1366220	111080
Tw1	LAC	I	3100001	3110000	0.1446816849144495	93	233316	1612616	21104
Tw1	LAC	I	3110001	3120000	0.2241824393351861	63	244896	1092396	2544
Tw1	LAC	I	3120001	3130000	0.2492329220854248	36	155308	623144	2536
Tw1	LAC	I	3130001	3140000	0.1201406000869691	96	198924	1655760	117000
Tw1	LAC	I	3140001	3150000	0.1443663542729335	80	194156	1344884	45516
Tw1	LAC	I	3150001	3160000	0.1180078052406615	41	83820	710292	2288
Tw1	LAC	I	3160001	3170000	0.1542782175797754	47	123712	801876	14984
Tw1	LAC	I	3170001	3180000	0.1259669696704137	58	126492	1004168	3872
Tw1	LAC	I	3180001	3190000	0.1882717132375015	60	193160	1025964	16836
Tw1	LAC	I	3190001	3200000	0.1289128368275987	50	107948	837372	31628
Tw1	LAC	I	3200001	3210000	0.0061343550583397	35	3676	599248	9052
Tw1	LAC	I	3210001	3220000	0.0338340520305169	44	25704	759708	5012
Tw1	LAC	I	3220001	3230000	0.1101642469025782	38	71204	646344	14096
Tw1	LAC	I	3230001	3240000	0.1681309935935697	58	169012	1005240	2800
Tw1	LAC	I	3240001	3250000	0.1364634900990099	30	70568	517120	4280
Tw1	LAC	I	3250001	3260000	0.1509806240980387	49	127636	845380	6240
Tw1	LAC	I	3260001	3270000	0.2803889326822587	66	314436	1121428	43032
Tw1	LAC	I	3270001	3280000	0.1702523121415021	77	212876	1250356	296464
Tw1	LAC	I	3280001	3290000	0.1680349668139034	50	145320	864820	4180
Tw1	LAC	I	3290001	3300000	0.0787822567043346	41	56052	711480	1100
Tw1	LAC	I	3300001	3310000	0.1440621438362999	45	109716	761588	20512
Tw1	LAC	I	3310001	3320000	0.1245162746699918	43	92668	744224	3116
Tw1	LAC	I	3320001	3330000	0.1523737807120466	48	104412	685236	149004
Tw1	LAC	I	3330001	3340000	0.2143597938685165	67	212476	991212	208008
Tw1	LAC	I	3340001	3350000	0.0928803597666859	57	91784	988196	2464
Tw1	LAC	I	3350001	3360000	0.1619723970054654	41	112852	696736	15844
Tw1	LAC	I	3360001	3370000	0.2123887675608722	57	208508	981728	8932
Tw1	LAC	I	3370001	3380000	0.1305562776189238	39	88396	677072	748
Tw1	LAC	I	3380001	3390000	0.0366341477452588	32	20368	555984	176
Tw1	LAC	I	3390001	3400000	0.1405989055007951	58	141100	1003564	4476
Tw1	LAC	I	3400001	3410000	0.0978430126598188	33	56048	572836	704
Tw1	LAC	I	3410001	3420000	0.1783832156706771	51	157872	885016	1364
Tw1	LAC	I	3420001	3430000	0.1670382232584411	42	111192	665668	64292
Tw1	LAC	I	3430001	3440000	0.2265872512989481	40	157344	694408	792
Tw1	LAC	I	3440001	3450000	0.3443222489266554	62	370196	1075144	2416
Tw1	LAC	I	3450001	3460000	0.21307604236237	59	214392	1006176	123524
Tw1	LAC	I	3460001	3470000	0.2584003431629547	104	455412	1762428	97232
Tw1	LAC	I	3470001	3480000	0.2374889406404767	96	373648	1573328	129912
Tw1	LAC	I	3480001	3490000	0.2012756069802731	49	169780	843520	8100
Tw1	LAC	I	3490001	3500000	0.1803459937565036	39	122012	676544	1276
Tw1	LAC	I	3500001	3510000	0.0802649522696279	39	54384	677556	264
Tw1	LAC	I	3510001	3520000	0.149794033204344	61	158400	1057452	2728
Tw1	LAC	I	3520001	3530000	0.1333153588058066	54	124604	934656	3864
Tw1	LAC	I	3530001	3540000	0.1119127609186539	46	89408	798908	572
Tw1	LAC	I	3540001	3550000	0.0955839963103885	44	72952	763224	1496
Tw1	LAC	I	3550001	3560000	0.138430753932936	38	90212	651676	8764
Tw1	LAC	I	3560001	3570000	0.0998448480423473	61	105024	1051872	8308
