pop	chromosome	window_pos_1	window_pos_2	tajima_d	no_sites	raw_pi	raw_watterson_theta	tajima_d_stdev
Af	I	20001	30000	0.087067105410343	8480	7.3830100639399	7.1535750329879	2.6351517013298
LAC	I	20001	30000	-1.2256841411735	8690	0.2597645160752	4.7104440946566	3.6311798685103
Indo2	I	20001	30000	-10.897626677207	3333	0.66666666666667	2.6363636363636	0.18074549881735
Indo3	I	20001	30000	NA	8290	0	6	0
Indo1	I	20001	30000	NA	8630	0	0	0
Tw2	I	20001	30000	-1.6549533540066	8683	0.42857142857143	0.77134986225895	0.20712271609207
Tw6	I	20001	30000	-8.5187540145537	8644	0	1.0909090909091	0.12805970087238
Tw7	I	20001	30000	NA	7228	0	4	0
Tw4	I	20001	30000	-5.7810831431004	8646	0	2.2972793629728	0.39737871020149
Au	I	20001	30000	NA	6610	0	0	0
Mic2	I	20001	30000	0.74186652332764	8690	2.3533919135187	1.7430161832283	0.82275680475859
Mic1	I	20001	30000	-1.4351410494784	8375	1.0929121610505	2.2178001028382	0.78381699289871
Tw5	I	30001	40000	-9.7032904807517	8839	0	3.2727272727273	0.33728015040046
Tw3	I	30001	40000	-1.5827872548703	8950	0.33844526705447	1.0646761242056	0.4588303670733
Tw1	I	30001	40000	-2.3165015031237	8812	0.41558441558442	1.6459285590087	0.53112166850107
Hw3	I	30001	40000	-2.6656329170302	8485	0	1.8401326901469	0.69031736455184
Hw1	I	30001	40000	-2.1068148037001	8914	0	0.68260191499978	0.32399711346292
HC	I	30001	40000	-0.55827321458577	8843	0.95403726708075	1.2451875981012	0.52151943423704
Hw2	I	30001	40000	-4.1369936384601	8728	0	2.1209145742741	0.51267049447617
Af	I	30001	40000	-1.1915449012931	8877	1.7968253968254	2.8938105936736	0.92064109011566
LAC	I	30001	40000	-1.9254050630841	9002	0.58886432289919	5.6700799007017	2.6390371954583
Indo2	I	30001	40000	-8.0955232342141	8449	0.66666666666667	3.8181818181818	0.38929110081433
Indo3	I	30001	40000	NA	8484	0	8	0
Indo1	I	30001	40000	NA	8805	0	4	0
Tw2	I	30001	40000	-4.3626095722453	8874	0	1.5426997245179	0.35361856223222
Tw6	I	30001	40000	-9.0534129318333	8728	0	1.6363636363636	0.18074549881735
Tw7	I	30001	40000	NA	8383	0	5	0
Tw4	I	30001	40000	-5.1618631949551	8833	0	1.3138686131387	0.25453379206617
Au	I	30001	40000	-3.2803078210753	8777	0	0.99341783039266	0.30284286859
Mic2	I	30001	40000	0.29211541493896	8952	1.6333045063058	1.3919796844371	0.82612833670248
Mic1	I	30001	40000	0.29335162692432	9011	1.8208927015976	1.5822487047253	0.81350834619337
Tw5	I	40001	50000	-8.0955232342141	9523	0.66666666666667	3.8181818181818	0.38929110081433
Tw3	I	40001	50000	-1.9636641145574	9527	0.33844526705447	1.4905465738878	0.58670996648173
Tw1	I	40001	50000	-2.7729397484478	9527	0.17316017316017	1.6459285590087	0.53112166850107
Hw3	I	40001	50000	-3.3233628476448	9522	0	2.8826311735093	0.86738382345224
Hw1	I	40001	50000	-2.3255858254633	9527	0.29371980676329	1.8202717733327	0.65641609518553
HC	I	40001	50000	-0.88367141155605	9527	0.69397041100671	1.2464528275904	0.62521250473726
Hw2	I	40001	50000	-4.0098351127052	9527	0	1.7674288118951	0.44077343886161
Af	I	40001	50000	-1.0692056870068	9527	2.9460317460317	4.3407158905105	1.3044114536868
LAC	I	40001	50000	-1.7988350580605	9527	1.1293206854049	6.3495756235344	2.9020197903847
Indo2	I	40001	50000	-7.6037720813454	9527	2.6666666666667	10.363636363636	1.012256760806
Indo3	I	40001	50000	NA	9514	0	11	0
Indo1	I	40001	50000	NA	9519	0	5	0
Tw2	I	40001	50000	-4.5346962386746	9522	0	1.9283746556474	0.42524891506537
Tw6	I	40001	50000	-9.5621264867292	9527	0	2.7272727272727	0.28521613168972
Tw7	I	40001	50000	NA	9197	0	9	0
Tw4	I	40001	50000	-5.5966653475733	9527	0	2.1897810218978	0.39126531352233
Au	I	40001	50000	-4.114050235994	9527	0	3.3113927679755	0.80489847668947
Mic2	I	40001	50000	0.47958058931505	9527	1.8347554378936	1.3977993540886	0.9111212871002
Mic1	I	40001	50000	0.55208568787002	9527	3.0299516908213	2.4857533474754	0.98571355009291
Tw5	I	50001	60000	-10.592390143117	9644	0.66666666666667	8.0909090909091	0.70090341499236
Tw3	I	50001	60000	-1.2692159786814	9644	0.61343204653622	1.2776113490467	0.5232988818818
Tw1	I	50001	60000	-1.9303857446366	9644	0.76190476190476	1.9202499855102	0.6000589399418
Hw3	I	50001	60000	-3.2235245320155	9494	0.14769230769231	3.6958741326512	1.1007150061118
Hw1	I	50001	60000	-2.6898929293998	9644	0	1.5927378016661	0.59211940529601
HC	I	50001	60000	-0.22416165280782	9644	1.3217391304348	1.4527188644514	0.5843092802716
Hw2	I	50001	60000	-3.8393279255573	9587	0	1.4139430495161	0.36827879173952
Af	I	50001	60000	-1.0124879299641	9644	3.7885069179187	5.5533098194669	1.743035990178
LAC	I	50001	60000	-1.9996784709974	9644	0.66910060209226	5.9332784424293	2.6325121346691
Indo2	I	50001	60000	-8.3727270490006	9644	1.3333333333333	7.6363636363636	0.75280494230165
Indo3	I	50001	60000	NA	9632	0	16	0
Indo1	I	50001	60000	NA	9635	0	4	0
Tw2	I	50001	60000	-4.3626095722453	9642	0	1.5426997245179	0.35361856223222
Tw6	I	50001	60000	-9.0534129318333	9584	0	1.6363636363636	0.18074549881735
Tw7	I	50001	60000	NA	9366	0	11	0
Tw4	I	50001	60000	-5.8198938743212	9644	0	3.0656934306569	0.52676105387137
Au	I	50001	60000	-3.5170357533006	9644	0	1.3245571071902	0.37661178335965
Mic2	I	50001	60000	-0.084202569590003	9644	1.1333792157297	1.1959268433964	0.74282326502929
Mic1	I	50001	60000	1.0250272031997	9644	4.2117785018839	2.9455236082125	1.2353378424678
Tw5	I	60001	70000	-10.005451076992	9272	0	5.4545454545455	0.5451573759716
Tw3	I	60001	70000	-1.6709491135911	9290	0.067755595886267	1.2822145066804	0.72680783688506
Tw1	I	60001	70000	-2.5216565870498	9290	0	1.3791553178265	0.54692432145967
Hw3	I	60001	70000	-3.2725752365004	9217	0	2.6205737940994	0.80076808162299
Hw1	I	60001	70000	-1.7126274972423	9290	0.34782608695652	1.137669858333	0.46118830431501
HC	I	60001	70000	-0.75518152642538	9290	0.85134575569358	1.2451875981012	0.52151943423704
Hw2	I	60001	70000	-4.0098351127052	9264	0	1.7674288118951	0.44077343886161
Af	I	60001	70000	-0.34002867822072	9290	6.5013835837365	7.237946241647	2.1661780464069
LAC	I	60001	70000	-2.0090461313749	9290	0.70232676747835	7.0369385682428	3.1530444731149
Indo2	I	60001	70000	-9.2583039484141	9127	0.66666666666667	7.6363636363636	0.75280494230165
Indo3	I	60001	70000	NA	9057	0	9	0
Indo1	I	60001	70000	NA	9204	0	5	0
Tw2	I	60001	70000	-3.7981049361823	9268	0.42857142857143	2.3140495867769	0.49642603084596
Tw6	I	60001	70000	-9.8080377645286	9224	0	3.8181818181818	0.38929110081433
Tw7	I	60001	70000	NA	8907	0	9	0
Tw4	I	60001	70000	-5.7236826560385	9261	0	2.6277372262774	0.45909904238053
Au	I	60001	70000	-3.9132967344792	9290	0	2.3179749375829	0.5923330365315
Mic2	I	60001	70000	1.1694708224321	9290	2.4614200484669	1.3957476606278	0.91124324557564
Mic1	I	60001	70000	1.3617707084616	9290	4.6250369066951	2.9498036934268	1.2301874338015
Tw5	I	70001	80000	-9.7032904807517	9815	0	3.2727272727273	0.33728015040046
Tw3	I	70001	80000	-1.1217709248957	9861	0.54997355896351	1.0646761242056	0.4588303670733
Tw1	I	70001	80000	-3.2001022861128	9833	0	1.9202499855102	0.6000589399418
Hw3	I	70001	80000	-3.2725752365004	9861	0	2.6205737940994	0.80076808162299
Hw1	I	70001	80000	-2.4668228740595	9861	0	1.137669858333	0.46118830431501
HC	I	70001	80000	-0.5801238173294	9861	1.2853002070393	1.6602501308016	0.64632740901478
Hw2	I	70001	80000	-4.1369936384601	9861	0	2.1209145742741	0.51267049447617
Af	I	70001	80000	-0.18392713123556	9861	5.9365079365079	6.2699229529596	1.8127560312165
LAC	I	70001	80000	-1.6414147708035	9861	0.53959794865714	5.3829181821362	2.9506985800477
Indo2	I	70001	80000	-9.0582794385913	9861	0.66666666666667	6.5454545454545	0.64899608348825
Indo3	I	70001	80000	NA	9803	0	12	0
Indo1	I	70001	80000	NA	9793	0	5	0
Tw2	I	70001	80000	-4.6614187068988	9827	0	2.3140495867769	0.49642603084596
Tw6	I	70001	80000	-9.5621264867292	9861	0	2.7272727272727	0.28521613168972
Tw7	I	70001	80000	NA	9778	0	9	0
Tw4	I	70001	80000	-5.7236826560385	9817	0	2.6277372262774	0.45909904238053
Au	I	70001	80000	-3.2803078210753	9861	0	0.99341783039266	0.30284286859
Mic2	I	70001	80000	2.4061844486755	9861	2.3433024529826	0.99773373068649	0.5592126252153
Mic1	I	70001	80000	0.31484906191232	9861	1.8431414785481	1.5869510221291	0.81369293229876
Tw5	I	80001	90000	-10.085507003792	9565	0	6.5454545454545	0.64899608348825
Tw3	I	80001	90000	-1.9704231129813	9565	0	0.63880567452335	0.32419720937846
Tw1	I	80001	90000	-2.9722393286114	9565	0	1.3716071325073	0.46147264094917
Hw3	I	80001	90000	-3.3233628476448	9523	0	2.8826311735093	0.86738382345224
Hw1	I	80001	90000	-2.1068148037001	9565	0	0.68260191499978	0.32399711346292
HC	I	80001	90000	-0.71064514546373	9565	1.3648033126294	1.8677813971518	0.70777671209475
Hw2	I	80001	90000	-3.8393279255573	9565	0	1.4139430495161	0.36827879173952
Af	I	80001	90000	-0.58226579022719	9565	3.5051353874883	4.3773061916687	1.4978912016109
LAC	I	80001	90000	-1.636088808873	9565	0.80268778552339	5.244721713635	2.7150322794345
Indo2	I	80001	90000	-7.8157959714073	9562	1.3333333333333	6	0.59708143402653
Indo3	I	80001	90000	NA	9557	0	11	0
Indo1	I	80001	90000	NA	9489	0	3	0
Tw2	I	80001	90000	-4.6614187068988	9565	0	2.3140495867769	0.49642603084596
Tw6	I	80001	90000	-9.8080377645286	9492	0	3.8181818181818	0.38929110081433
Tw7	I	80001	90000	NA	9346	0	12	0
Tw4	I	80001	90000	-5.5966653475733	9561	0	2.1897810218978	0.39126531352233
Au	I	80001	90000	-3.5170357533006	9565	0	1.3245571071902	0.37661178335965
Mic2	I	80001	90000	1.7524656974702	9565	2.4976991346431	1.1959268433964	0.74282326502929
Mic1	I	80001	90000	0.8984653552333	9565	2.6193502262259	1.8164139203081	0.89367531117467
Tw5	I	90001	100000	-9.8080377645286	9045	0	3.8181818181818	0.38929110081433
Tw3	I	90001	100000	-2.0069102300342	9064	0.063458487572713	0.85174089936446	0.39278409168223
Tw1	I	90001	100000	-1.9215844428716	9064	0.48484848484848	1.3716071325073	0.46147264094917
Hw3	I	90001	100000	-3.0610407286202	9064	0	1.8344016558696	0.59927384785123
Hw1	I	90001	100000	-1.9127236965795	9064	0.16913319238901	1.3675549887015	0.62655249080442
HC	I	90001	100000	-0.52811223024321	9064	1.4939958592133	1.8677813971518	0.70777671209475
Hw2	I	90001	100000	-4.235604219843	8946	0	2.4744003366531	0.58419063921531
Af	I	90001	100000	-0.58219770891446	9064	4.1430875576037	5.0713263513899	1.5943703995624
LAC	I	90001	100000	-1.7122714372543	9064	0.8213250089938	6.2104665273301	3.1473640224812
Indo2	I	90001	100000	-8.3780645895815	9064	0.66666666666667	4.3636363636364	0.44126774834931
Indo3	I	90001	100000	NA	9041	0	15	0
Indo1	I	90001	100000	NA	9055	0	3	0
Tw2	I	90001	100000	-4.3626095722453	9062	0	1.5426997245179	0.35361856223222
Tw6	I	90001	100000	-9.5621264867292	9055	0	2.7272727272727	0.28521613168972
Tw7	I	90001	100000	NA	8942	0	9	0
Tw4	I	90001	100000	-5.1618631949551	9053	0	1.3138686131387	0.25453379206617
Au	I	90001	100000	-3.5170357533006	9064	0	1.3245571071902	0.37661178335965
Mic2	I	90001	100000	-0.12459238522979	9064	1.1037962664958	1.1977455477011	0.75405315527078
Mic1	I	90001	100000	1.1054929223444	9064	4.4148410785173	2.9682272583254	1.3085690473025
Tw5	I	100001	110000	-10.167515841068	9321	0	8.1818181818182	0.80470178849098
Tw3	I	100001	110000	-2.2178506237216	9324	0.33844526705447	1.91641702357	0.7114869412926
Tw1	I	100001	110000	-3.3517600705859	9324	0	2.4688928385131	0.73659593363481
Hw3	I	100001	110000	-3.4063327223709	8984	0	3.4067459323292	1.0001213063996
Hw1	I	100001	110000	-2.1828720220175	9324	0.16913319238901	1.8226229320347	0.75748359178542
HC	I	100001	110000	-0.91696248337057	9324	1.1227312469439	1.869046626641	0.81389957957029
Hw2	I	100001	110000	-4.3143714356162	9323	0	2.8278860990321	0.65545726445507
Af	I	100001	110000	-0.85733609916055	9324	5.2761904761905	6.993375601378	2.0029310872001
LAC	I	100001	110000	-1.6018116147758	9324	0.83848158897241	4.9680140874885	2.5780388033296
Indo2	I	100001	110000	-9.5795553780729	9314	0.66666666666667	10.363636363636	1.012256760806
Indo3	I	100001	110000	NA	9279	0	16	0
Indo1	I	100001	110000	NA	9301	0	8	0
Tw2	I	100001	110000	-4.9503977354556	9324	0	3.8567493112948	0.77907867557228
Tw6	I	100001	110000	-9.888863122129	9324	0	4.3636363636364	0.44126774834931
Tw7	I	100001	110000	NA	8796	0	14	0
Tw4	I	100001	110000	-5.8198938743212	9323	0	3.0656934306569	0.52676105387137
Au	I	100001	110000	-3.398697295919	9324	0.48484848484848	2.980253491178	0.73422396555464
Mic2	I	100001	110000	0.55833238080785	9324	3.0376192315151	2.3898382242378	1.1602067684844
Mic1	I	100001	110000	1.2744191739878	9324	6.0323804271226	4.0808423078435	1.5313157233601
Tw5	I	110001	120000	-9.9531275587847	8749	0	4.9090909090909	0.49322093785065
Tw3	I	110001	120000	-0.063109344960988	8742	1.657419773115	1.7049914179066	0.7537971566814
Tw1	I	110001	120000	-2.5865524081442	8663	0	0.82296427950436	0.31817034787817
Hw3	I	110001	120000	-3.2135531650634	8776	0	2.3585164146894	0.73392792760686
Hw1	I	110001	120000	-2.1068148037001	8798	0	0.68260191499978	0.32399711346292
HC	I	110001	120000	-0.53016584799982	8744	0.79503105590062	1.037656331751	0.45764033418175
Hw2	I	110001	120000	-3.8393279255573	8670	0	1.4139430495161	0.36827879173952
Af	I	110001	120000	-1.2894746398438	8726	1.7407350819116	3.1383812339427	1.0838880493225
LAC	I	110001	120000	-1.6589547822031	8859	0.34676816788862	4.0066778588767	2.2061539773421
Indo2	I	110001	120000	-8.3780645895815	8739	0.66666666666667	4.3636363636364	0.44126774834931
Indo3	I	110001	120000	NA	8751	0	9	0
Indo1	I	110001	120000	NA	8649	0	4	0
Tw2	I	110001	120000	-4.5346962386746	8695	0	1.9283746556474	0.42524891506537
Tw6	I	110001	120000	-8.5187540145537	8694	0	1.0909090909091	0.12805970087238
Tw7	I	110001	120000	NA	8675	0	7	0
Tw4	I	110001	120000	-5.8198938743212	8736	0	3.0656934306569	0.52676105387137
Au	I	110001	120000	-2.9221278382155	8766	0	0.66227855359511	0.22664256673984
Mic2	I	110001	120000	0.1156811498616	8898	1.0772982237376	0.99968103021722	0.67095800494095
Mic1	I	110001	120000	0.68294609530234	8889	2.6865931846894	2.0373166480584	0.95069953704547
Tw5	I	120001	130000	-9.5621264867292	9630	0	2.7272727272727	0.28521613168972
Tw3	I	120001	130000	-0.52244969592872	9630	0.82496033844527	1.0646761242056	0.4588303670733
Tw1	I	120001	130000	-2.5865524081442	9630	0	0.82296427950436	0.31817034787817
Hw3	I	120001	130000	-3.1440791719957	9630	0	2.0964590352795	0.6667958790455
Hw1	I	120001	130000	-2.1068148037001	9630	0	0.68260191499978	0.32399711346292
HC	I	120001	130000	-0.56243254756568	9630	1.066416547151	1.4539840939406	0.68909160479255
Hw2	I	120001	130000	-4.1369936384601	9630	0	2.1209145742741	0.51267049447617
Af	I	120001	130000	-0.85790313623498	9630	2.4761904761905	3.3761123592859	1.0489784278501
LAC	I	120001	130000	-1.7557451935232	9630	0.31943029977941	4.0018782992008	2.0973704003324
Indo2	I	120001	130000	-8.7825626120267	9630	0.66666666666667	5.4545454545455	0.5451573759716
Indo3	I	120001	130000	NA	9609	0	4	0
Indo1	I	120001	130000	NA	9612	0	4	0
Tw2	I	120001	130000	-4.1147611420307	9630	0	1.1570247933884	0.28118881107578
Tw6	I	120001	130000	-9.0534129318333	9630	0	1.6363636363636	0.18074549881735
Tw7	I	120001	130000	NA	9583	0	9	0
Tw4	I	120001	130000	-5.4210593838333	9630	0	1.7518248175182	0.32315174829897
Au	I	120001	130000	-2.6068144747168	9630	0.48484848484848	1.6556963839878	0.44914891738373
Mic2	I	120001	130000	0.78923437557944	9630	1.6002493618777	1.0039389535555	0.75555554442806
Mic1	I	120001	130000	1.1110655743436	9630	2.6754687962141	1.8117116029042	0.7774133347802
Tw5	I	130001	140000	-9.5621264867292	9195	0	2.7272727272727	0.28521613168972
Tw3	I	130001	140000	-0.84516112691095	9301	0.67689053410894	1.0646761242056	0.4588303670733
Tw1	I	130001	140000	-2.9722393286114	9301	0	1.3716071325073	0.46147264094917
Hw3	I	130001	140000	-3.2135531650634	9301	0	2.3585164146894	0.73392792760686
Hw1	I	130001	140000	-1.3734850791741	9258	0	0.22753397166659	0.16566177173429
HC	I	130001	140000	-0.9644758271028	9301	0.59627329192547	1.037656331751	0.45764033418175
Hw2	I	130001	140000	-3.597869046091	9301	0	1.060457287137	0.29474593809611
Af	I	130001	140000	-0.17507111705432	9301	4.7883541295306	5.0675882963918	1.5949756393827
LAC	I	130001	140000	-1.9286664063457	9301	0.35754552547577	4.139398374823	1.9608641685799
Indo2	I	130001	140000	-6.867266057034	9297	1.3333333333333	4.3636363636364	0.44126774834931
Indo3	I	130001	140000	NA	9190	0	6	0
Indo1	I	130001	140000	NA	9293	0	3	0
Tw2	I	130001	140000	-2.9984705581468	9240	0	0.38567493112948	0.12862388462731
Tw6	I	130001	140000	-9.0534129318333	9229	0	1.6363636363636	0.18074549881735
Tw7	I	130001	140000	NA	9275	0	10	0
Tw4	I	130001	140000	-3.9056673294247	9227	0	0.43795620437956	0.11213351456742
Au	I	130001	140000	-3.2803078210753	9214	0	0.99341783039266	0.30284286859
Mic2	I	130001	140000	-1.1771698623527	9301	0	0.19806451748386	0.16825483204948
Mic1	I	130001	140000	-0.054056031452187	9280	0.43285024154589	0.45078785811891	0.33183376750252
Tw5	I	140001	150000	-9.7032904807517	9504	0	3.2727272727273	0.33728015040046
Tw3	I	140001	150000	-1.9704231129813	9511	0	0.63880567452335	0.32419720937846
Tw1	I	140001	150000	-3.0989670665365	9511	0	1.6459285590087	0.53112166850107
Hw3	I	140001	150000	-2.9599122213492	9509	0	1.5723442764596	0.53121314379483
Hw1	I	140001	150000	-2.4668228740595	9511	0	1.137669858333	0.46118830431501
HC	I	140001	150000	-0.70443517199726	9511	1.5337474120083	2.075312663502	0.76879359949937
Hw2	I	140001	150000	-4.1369936384601	9421	0	2.1209145742741	0.51267049447617
Af	I	140001	150000	-0.15777114726105	9486	4.5849758085052	4.8298571710485	1.5521302012093
LAC	I	140001	150000	-1.6043412366612	9511	0.59839935667299	4.6931050795176	2.5522660823493
Indo2	I	140001	150000	-9.888863122129	9510	0	4.3636363636364	0.44126774834931
Indo3	I	140001	150000	NA	9401	0	15	0
Indo1	I	140001	150000	NA	9471	0	3	0
Tw2	I	140001	150000	-4.1147611420307	9511	0	1.1570247933884	0.28118881107578
Tw6	I	140001	150000	-9.8080377645286	9452	0	3.8181818181818	0.38929110081433
Tw7	I	140001	150000	NA	9369	0	9	0
Tw4	I	140001	150000	-5.5966653475733	9511	0	2.1897810218978	0.39126531352233
Au	I	140001	150000	-2.6068144747168	9478	0.48484848484848	1.6556963839878	0.44914891738373
Mic2	I	140001	150000	-0.049266527343544	9511	1.1564368316208	1.1930360309018	0.74288165321317
Mic1	I	140001	150000	1.299324699115	9511	3.9179009508635	2.4990158353079	1.0920173506454
Tw5	I	150001	160000	-9.888863122129	9641	0	4.3636363636364	0.44126774834931
Tw3	I	150001	160000	-0.064637999033908	9641	1.2437863564252	1.2776113490467	0.5232988818818
Tw1	I	150001	160000	-2.5865524081442	9641	0	0.82296427950436	0.31817034787817
Hw3	I	150001	160000	-3.2725752365004	9599	0	2.6205737940994	0.80076808162299
Hw1	I	150001	160000	-2.3112955838862	9603	0	0.91013588666637	0.39377736582531
HC	I	150001	160000	-0.22312532597414	9641	0.91403559477003	1.0389215612402	0.55971219728153
Hw2	I	150001	160000	-3.8393279255573	9609	0	1.4139430495161	0.36827879173952
Af	I	150001	160000	0.28428245977789	9641	6.0488243782361	5.5533098194669	1.743035990178
LAC	I	150001	160000	-1.9444478260081	9641	0.54883355311321	5.933520684403	2.7692628515234
Indo2	I	150001	160000	-9.3614759254927	9641	0	2.1818181818182	0.23306348263704
Indo3	I	150001	160000	NA	9556	0	9	0
Indo1	I	150001	160000	NA	9594	0	5	0
Tw2	I	150001	160000	-4.1147611420307	9641	0	1.1570247933884	0.28118881107578
Tw6	I	150001	160000	-9.7032904807517	9544	0	3.2727272727273	0.33728015040046
Tw7	I	150001	160000	NA	9467	0	7	0
Tw4	I	150001	160000	-5.1618631949551	9641	0	1.3138686131387	0.25453379206617
Au	I	150001	160000	-3.5170357533006	9641	0	1.3245571071902	0.37661178335965
Mic2	I	150001	160000	0.5534423043773	9641	1.6061398490786	1.1948567075618	0.74313643583773
Mic1	I	150001	160000	1.7969435720398	9641	4.8058502109058	2.7355322095926	1.152133007139
Tw5	I	160001	170000	-9.7032904807517	9515	0	3.2727272727273	0.33728015040046
Tw3	I	160001	170000	-1.4683744380088	9523	0.27498677948176	0.85174089936446	0.39278409168223
Tw1	I	160001	170000	-2.5865524081442	9523	0	0.82296427950436	0.31817034787817
Hw3	I	160001	170000	-3.1440791719957	9520	0	2.0964590352795	0.6667958790455
Hw1	I	160001	170000	-2.3112955838862	9514	0	0.91013588666637	0.39377736582531
HC	I	160001	170000	-0.69801459718162	9523	0.88115942028986	1.2451875981012	0.52151943423704
Hw2	I	160001	170000	-3.597869046091	9386	0	1.060457287137	0.29474593809611
Af	I	160001	170000	-0.57809411259243	9523	3.8603174603175	4.6942016528895	1.4424713457684
LAC	I	160001	170000	-1.6115886514788	9523	1.163027957657	5.1051967600967	2.4461383485311
Indo2	I	160001	170000	-9.9531275587847	9495	0	4.9090909090909	0.49322093785065
Indo3	I	160001	170000	NA	9387	0	12	0
Indo1	I	160001	170000	NA	9474	0	3	0
Tw2	I	160001	170000	-4.1147611420307	9520	0	1.1570247933884	0.28118881107578
Tw6	I	160001	170000	-9.0534129318333	9466	0	1.6363636363636	0.18074549881735
Tw7	I	160001	170000	NA	9429	0	7	0
Tw4	I	160001	170000	-5.4210593838333	9481	0	1.7518248175182	0.32315174829897
Au	I	160001	170000	-3.2803078210753	9523	0	0.99341783039266	0.30284286859
Mic2	I	160001	170000	1.6636470071064	9523	2.4006047665181	1.1911511359282	0.72698933453049
Mic1	I	160001	170000	0.90375229604441	9523	2.6304746147011	1.81876507901	0.89815488076083
Tw5	I	170001	180000	-9.3614759254927	9592	0	2.1818181818182	0.23306348263704
Tw3	I	170001	180000	0.18704113200616	9598	1.1709047017242	1.0661857433833	0.55987128188189
Tw1	I	170001	180000	-1.5505627048277	9598	0.17316017316017	0.54864285300291	0.2421589779463
Hw3	I	170001	180000	-2.9599122213492	9597	0	1.5723442764596	0.53121314379483
Hw1	I	170001	180000	-1.3734850791741	9598	0	0.22753397166659	0.16566177173429
HC	I	170001	180000	-0.72306113924767	9598	0.54658385093168	0.83012506540081	0.39214002672602
Hw2	I	170001	180000	-2.5603798253732	9598	0	0.35348576237902	0.13805989208163
Af	I	170001	180000	0.14015721696503	9598	5.0410661234191	4.8264374135856	1.5313425486109
LAC	I	170001	180000	-1.6136223934647	9598	0.68385444026573	6.0737084815423	3.3402201550412
Indo2	I	170001	180000	-7.8157959714073	9595	1.3333333333333	6	0.59708143402653
Indo3	I	170001	180000	NA	9580	0	8	0
Indo1	I	170001	180000	NA	9567	0	3	0
Tw2	I	170001	180000	-3.7241200618287	9598	0	0.77134986225895	0.20712271609207
Tw6	I	170001	180000	-9.5621264867292	9594	0	2.7272727272727	0.28521613168972
Tw7	I	170001	180000	NA	9565	0	8	0
Tw4	I	170001	180000	-3.9056673294247	9594	0	0.43795620437956	0.11213351456742
Au	I	170001	180000	-2.296281468963	9598	0	0.33113927679755	0.14420674524151
